sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;allenai_OLMo-2-0325-32B-Instruct_correct_nll;allenai_OLMo-2-0325-32B-Instruct_incorrect_nll;allenai_OLMo-2-0325-32B-Instruct_certainty;allenai_OLMo-2-0325-32B-Instruct_decision
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ši taryba turėtų tapti jungiamąja grandimi.;Ši taryba turėtų tapti jungiančia grandimi.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.110935688018799;3.839259624481201;-0.27167606353759766;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Net ir po svaiginamų laimėjimų jis visai nepasikeitė.;Net ir po svaiginančių laimėjimų jis visai nepasikeitė.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.8296384811401367;3.533738136291504;-0.2959003448486328;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Krepšininkai patyrė triuškinamą pralaimėjimą.;Krepšininkai patyrė triuškinantį pralaimėjimą.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.643948793411255;3.7018966674804688;0.05794787406921387;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ką reiškia šis įspėjamasis ženklas?;Ką reiškia šis įspėjantysis ženklas?; ;Created a full sentence.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;2.9475932121276855;3.824281930923462;0.8766887187957764;correct
328.0;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Mūsų asortimente rasite platų priedų ir komplektuojamųjų detalių pasirinkimą.;Mūsų asortimente rasite platų priedų ir komplektuojančių detalių pasirinkimą.; ;Created a full sentence by searching the Internet.;vlkk;https://www.balticmaster.lt/priedai-ir-komplektuojanciosios-dalys/;3.132538318634033;2.86543345451355;-0.2671048641204834;incorrect
329.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į orą pakilo raketos ir numušė tris priešo lėktuvus. ;Į orą pakilo raketos, numušusios tris priešo lėktuvus. ; ;;vlkk;;3.9653398990631104;4.350979328155518;0.3856394290924072;correct
330.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pirmą kartą jis paragavo alkoholio, gerdamas su draugu šampano. ;Pirmą kartą jis paragavo alkoholio, išgėręs su draugu šampano. ; ;;vlkk;;4.445087909698486;3.577589511871338;-0.8674983978271484;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pusfinalį laimėjo mūsų komanda ir pateko į finalą.;Pusfinalį laimėjo mūsų komanda, patekusi į finalą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.404655694961548;3.294675350189209;-0.10998034477233887;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Susirinkime kalbėjo namo pirmininkas ir skatino geriau tvarkyti aplinką.;Susirinkime kalbėjo namo pirmininkas, skatinęs geriau tvarkyti aplinką.; ;Changed 'raginęs' to 'skatinęs'.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.3503193855285645;4.277162551879883;-0.07315683364868164;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į stadioną įžengė žaidėjai ir surengė trumpą pasirodymą.;Į stadioną įžengė žaidėjai, surengę trumpą pasirodymą.; ;;ChatGPT;;3.126532793045044;3.1800248622894287;0.053492069244384766;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Mokytoja paaiškino užduotį ir parodė pavyzdį.;Mokytoja paaiškino užduotį, parodžiusi pavyzdį.; ;;ChatGPT;;2.3745267391204834;2.765394926071167;0.3908681869506836;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Šeima išvyko į kelionę ir aplankė daug miestų.;Šeima išvyko į kelionę, aplankiusi daug miestų.; ;;ChatGPT;;2.814812421798706;3.5114939212799072;0.6966814994812012;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vyras įsijungė televizorių ir pradėjo žiūrėti naujienas.;Vyras įsijungė televizorių, pradėjęs žiūrėti naujienas.; ;;ChatGPT;;2.4975080490112305;2.352259635925293;-0.1452484130859375;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Jis atsisėdo prie stalo ir pradėjo skaityti laikraštį.;Jis atsisėdo prie stalo, pradėjęs skaityti laikraštį.; ;;ChatGPT;;2.8814163208007812;3.046818971633911;0.16540265083312988;correct
331.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vakar kalbėjo pirmininkas, ragindamas aktyviau dalyvauti rinkimuose.;Vakar kalbėjo pirmininkas, paraginęs aktyviau dalyvauti rinkimuose.; ;;vlkk;;3.7072644233703613;3.3411190509796143;-0.36614537239074707;incorrect
332.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;1;apsunkintas;Ligonis skundžiasi pasunkėjusiu rijimu.;Ligonis skundžiasi apsunkintu rijimu.; ;;vlkk;;6.117534160614014;7.268863201141357;1.1513290405273438;correct
333.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;2;išplėstas;Odos paviršiuje matyti išsiplėtusios venos.;Odos paviršiuje matyti išplėstos venos.; ;;vlkk;;4.312371730804443;4.897129058837891;0.5847573280334473;correct
334.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Jam buvo nustatytas padidėjęs skrandžio rūgštingumas.;Jam buvo nustatytas padidintas skrandžio rūgštingumas.; ;;vlkk;;3.311068296432495;3.795844793319702;0.48477649688720703;correct
335.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Paklausios prekės.;Padidintos paklausos prekės.; ;;vlkk;;3.9921751022338867;5.104581356048584;1.1124062538146973;correct
336.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;4;pagreitintas;Jau kuris laikas nepavyksta sureguliuoti pagreitėjusio širdies plakimo.;Jau kuris laikas nepavyksta sureguliuoti pagreitinto širdies plakimo.; ;;vlkk;;4.119602203369141;4.505031108856201;0.38542890548706055;correct
337.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;5;sulėtintas;Šiai ligai būdinga sulėtėjusi medžiagų apykaita.;Šiai ligai būdinga sulėtinta medžiagų apykaita.; ;;vlkk;;3.6009035110473633;4.079214096069336;0.47831058502197266;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;7;pakeistas;Pacientui nustatytas pakitęs kraujo spaudimas.;Pacientui nustatytas pakeistas kraujo spaudimas.; ;;ChatGPT;;4.3064398765563965;4.666443824768066;0.3600039482116699;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;8;išretėjęs;Rentgeno nuotraukoje matyti išretėję kaulai.;Rentgeno nuotraukoje matyti išretinti kaulai.; ;;ChatGPT;;4.364284038543701;4.696722984313965;0.33243894577026367;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Sportininkui pasireiškė sumažėjęs deguonies įsisavinimas.;Sportininkui pasireiškė sumažintas deguonies įsisavinimas.; ;;ChatGPT;;3.511268138885498;3.554262399673462;0.04299426078796387;correct
338.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Esant sumažėjusiam kraujospūdžiui svaigsta galva.;Esant sumažintam kraujospūdžiui svaigsta galva.; ;;vlkk;;3.9304580688476562;4.071362495422363;0.14090442657470703;correct
339.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įstojau į muzikos mokyklą ir čia baigiau keturias klases.;Įstojau į muzikos mokyklą, čia baigdamas keturias klases.; ;Deleted a comma.;vlkk;;3.0704457759857178;3.6314468383789062;0.5610010623931885;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Jis pradėjo savanorių apmokymus ir čia baigė tris kursus. ;Jis pradėjo savanorių apmokymus, čia baigdamas tris kursus. ; ;;ChatGPT;;4.093542575836182;3.9431822299957275;-0.1503603458404541;incorrect
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų ir pasiūlė jiems nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų, jiems pasiūlydami nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.; ;;internet;https://files.core.ac.uk/download/382466479.pdf;3.104970932006836;3.224965810775757;0.1199948787689209;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įėjau į kambarį ir įjungiau šviesas.;Įėjau į kambarį įjungdamas šviesas.; ;;ChatGPT;;3.3272347450256348;3.4356322288513184;0.1083974838256836;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pasiėmiau knygą iš lentynos ir perskaičiau ją iki galo.;Pasiėmiau knygą iš lentynos, perskaitydamas ją iki galo.; ;;ChatGPT;;3.682891368865967;3.6008334159851074;-0.08205795288085938;incorrect
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau bilietus į koncertą ir kitą dieną nuvykau į renginį.;Įsigijau bilietus į koncertą, kitą dieną nuvykdamas į renginį.; ;;ChatGPT;;3.169290781021118;3.175138473510742;0.0058476924896240234;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Perskaičiau straipsnį ir vėliau parašiau apie jį apžvalgą.;Perskaičiau straipsnį, vėliau rašydamas apžvalgą.; ;;ChatGPT;;2.0010266304016113;2.659323215484619;0.6582965850830078;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Abiturientas sėkmingai baigė mokyklą ir gavo atestatą.;Abiturientas sėkmingai baigė mokyklą gaudamas atestatą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;2.8372268676757812;3.3029162883758545;0.46568942070007324;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau naują telefoną ir po savaitės pradėjau jį naudoti.;Įsigijau naują telefoną, po savaitės pradėdamas jį naudoti.; ;;ChatGPT;;2.8152263164520264;3.543238401412964;0.7280120849609375;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pradėjau ruoštis egzaminui ir po kelių dienų jį išlaikiau.;Pradėjau ruoštis egzaminui, po kelių dienų išlaikydamas jį.; ;;ChatGPT;;2.396212577819824;2.711998701095581;0.31578612327575684;correct
340.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Policininkai netrukus sulaikė vagis ir nuvežė juos į nuovadą.;Policininkai netrukus sulaikė vagis, juos nuveždami į nuovadą.; ;Deleted a comma.;vlkk;;4.011563777923584;4.563558578491211;0.551994800567627;correct
341.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Kuo remdamasis laikraštis skelbia tokią informaciją?;Kuo remiantis laikraštis skelbia tokią informaciją?; ;;vlkk;;4.9908623695373535;3.9206883907318115;-1.070173978805542;incorrect
342.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atsižvelgdamas į susidariusią padėtį, įsakau pratęsti mokslo metus.;Atsižvelgiant į susidariusią padėtį, įsakau pratęsti mokslo metus.; ;Added 'pratęsti mokslo metus' to create full sentences.;vlkk;;3.2129151821136475;3.088958263397217;-0.12395691871643066;incorrect
343.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Pažvelgę į šias nuotraukas, pastebėsime tam tikrą ryšį.;Pažvelgus į šias nuotraukas, pastebėsime tam tikrą ryšį.; ;;vlkk;;2.4989945888519287;2.446699619293213;-0.05229496955871582;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Grįžę mes pirmiausia paskambinome tėvams.;Grįžus mes pirmiausia paskambinome tėvams.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.399214506149292;2.7203519344329834;-0.6788625717163086;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Įėję į klasę, mokiniai pasisveikino su mokytoja.;Įėjus į klasę, mokiniai pasisveikino su mokytoja.; ;;ChatGPT;;3.142345905303955;2.8354811668395996;-0.30686473846435547;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atlikę eksperimentą, mokiniai įsidėmėjo taisykles.;Atlikus eksperimentą, mokiniai įsidėmėjo taisykles.; ;;ChatGPT;;3.224907636642456;3.6458635330200195;0.4209558963775635;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Dirbdamas susižeidžiau.;Dirbant susižeidžiau.;;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.600794792175293;5.425177097320557;-1.1756176948547363;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaitę instrukcijas, suprasime, ką daryti.;Perskaičius instrukcijas, suprasime, ką daryti.; ;;ChatGPT;;3.9846630096435547;4.024936676025391;0.04027366638183594;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Susirašę elektroniniu paštu, jie sutaupė laiko.;Susirašius elektroniniu paštu, jie sutaupė laiko.; ;;ChatGPT;;4.152324199676514;4.088359355926514;-0.06396484375;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaičiusi šiuos straipsnius, supratau įvairių požiūrių skirtumus.;Perskaičius šiuos straipsnius, supratau įvairių požiūrių skirtumus.; ;;ChatGPT;;2.56746768951416;2.6441454887390137;0.07667779922485352;correct
344.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Jos elgiasi nepažeisdamos taisyklių.;Jos elgiasi nepažeidžiant taisyklių.; ;;vlkk;;5.906514644622803;5.532798767089844;-0.373715877532959;incorrect
345.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad apsisaugotumėte nuo gripo, gerkite čiobrelių arbatą.;Kad apsisaugojus nuo gripo, gerkite čiobrelių arbatą.; ;;vlkk;;4.47368860244751;4.828103065490723;0.3544144630432129;correct
346.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia perskaičiuoti sąskaitą, kad būtų išvengta atsitiktinių klaidų.;Reikia perskaičiuoti sąskaitą, kad išvengus atsitiktinių klaidų.;  ;;vlkk;;2.4469997882843018;3.4033517837524414;0.9563519954681396;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad geriau pasiruoštumėte egzaminui, pakartokite pagrindines temas.;Kad geriau pasiruošus egzaminui, pakartokite pagrindines temas.; ;;ChatGPT;;3.24629545211792;3.554569959640503;0.308274507522583;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia patikrinti duomenis, kad išvengtume nesutarimų vėliau.;Reikia patikrinti duomenis, kad išvengus nesutarimų vėliau.; ;;ChatGPT;;2.2061102390289307;2.977997303009033;0.7718870639801025;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad išvengumėte nuostolių, patikrinkite dokumentus.;Kad išvengus nuostolių, patikrinkite dokumentus.; ;;ChatGPT;;3.1819443702697754;3.615896463394165;0.43395209312438965;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant procedūrą sutrumpintumėte, pasiruoškite reikalingus įrankius.;Idant procedūrą sutrumpinus, pasiruoškite reikalingus įrankius.; ;;ChatGPT;;4.016674041748047;4.082337856292725;0.06566381454467773;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad išsiaiškintų, kas tėvo žudikas, Hamletas pasirenka kvailio vaidmenį.;Kad  išsiaiškinus, kas tėvo žudikas, Hamletas pasirenka kvailio vaidmenį.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;3.572002410888672;3.6735076904296875;0.10150527954101562;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad baigtume darbą, reikia paskubėti.;Kad baigus darbą, reikia paskubėti.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.009045124053955;4.174625873565674;-0.8344192504882812;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad pasiektume gerų rezultatų, reikia daug dirbti.;Kad pasiekus gerų rezultatų, reikia daug dirbti.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.12570858001709;2.9488260746002197;-0.17688250541687012;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad užtikrintumėte duomenų kokybę, kiekvieną įrašą patikrinkite.;Kad užtikrinus duomenų kokybę, kiekvieną įrašą patikrinkite.; ;;ChatGPT;;2.57973575592041;2.71529221534729;0.13555645942687988;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant pirkėjai būtų patenkinti, pasirūpinkite kokybiškomis prekėmis.;Idant pirkėjus patenkinus, pasirūpinkite kokybiškomis prekėmis.; ;;ChatGPT;;3.18359637260437;3.796499252319336;0.6129028797149658;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant triukšmas būtų sumažintas, uždarykite langus.;Idant triukšmą sumažinus, uždarykite langus.; ;;ChatGPT;;4.0029988288879395;5.418483734130859;1.41548490524292;correct
347.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant tvirčiau pasijustume, pravartu dar sykį atsigręžti į praeitį.;Idant tvirčiau pasijutus, pravartu dar sykį atsigręžti į praeitį.; ;;vlkk;;4.955208778381348;4.505865573883057;-0.449343204498291;incorrect
348.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu apskaičiuotume nuostolius, išaiškėtų tikroji įmonės padėtis.;Jeigu apskaičiavus nuostolius, išaiškėtų tikroji įmonės padėtis.; ;;vlkk;;2.7809252738952637;2.732342481613159;-0.04858279228210449;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei parduotume kad ir po litą, vis tiek būtų pelno.;Jei pardavus kad ir po litą, vis tiek būtų pelno.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;4.680766582489014;4.388298511505127;-0.2924680709838867;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Padėtis darosi grėsminga, jei nepasakytume – katastrofiška.;Padėtis darosi grėsminga, jei nepasakius – katastrofiška.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;3.8050577640533447;4.0950751304626465;0.29001736640930176;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dar pagalvotume, surastume geresnį sprendimą.;Jeigu dar pagalvojus, surastume geresnį sprendimą.; ;;internet;https://talpykla.elaba.lt/elaba-fedora/objects/elaba:4622103/datastreams/MAIN/content;3.7803733348846436;3.929593086242676;0.14921975135803223;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dokumentus pateiktume laiku, gautume premiją.;Jeigu dokumentus pateikus laiku, gautume premiją.; ;;ChatGPT;;4.647888660430908;4.432819366455078;-0.21506929397583008;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei sutartį pasirašytume šiandien, projektas prasidėtų rytoj.;Jei sutartį pasirašius šiandien, projektas prasidėtų rytoj.; ;;ChatGPT;;2.837441921234131;3.147035837173462;0.30959391593933105;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei visus skaičiavimus patikrintume, rastume neatitikimų.;Jei visus skaičiavimus patikrinus, rastume neatitikimų.; ;;ChatGPT;;2.97615122795105;3.4274966716766357;0.45134544372558594;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu kambarį išvalytumėte, svečiai būtų maloniai nustebinti.;Jeigu kambarį išvalius, svečiai būtų maloniai nustebinti.; ;;ChatGPT;;2.802694320678711;3.1796531677246094;0.37695884704589844;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu pasiūlymu pasinaudotume, gautume nuolaidą.;Jeigu pasiūlymu pasinaudojus, gautume nuolaidą.; ;;ChatGPT;;3.477133274078369;3.8903701305389404;0.4132368564605713;correct
349.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Projektas būtų patobulintas, jei atidėtume svarstymą.;Projektas būtų patobulintas, jei atidėjus svarstymą.; ;;vlkk;;2.6210944652557373;3.086878538131714;0.46578407287597656;correct
