sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;utter-project_EuroLLM-1.7B-Instruct_correct_nll;utter-project_EuroLLM-1.7B-Instruct_incorrect_nll;utter-project_EuroLLM-1.7B-Instruct_certainty;utter-project_EuroLLM-1.7B-Instruct_decision
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Net ir po svaiginamų laimėjimų jis visai nepasikeitė.;Net ir po svaiginančių laimėjimų jis visai nepasikeitė.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.844391822814941;4.616300582885742;-0.22809123992919922;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Krepšininkai patyrė triuškinamą pralaimėjimą.;Krepšininkai patyrė triuškinantį pralaimėjimą.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;2.526350259780884;2.3794548511505127;-0.1468954086303711;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ką reiškia šis įspėjamasis ženklas?;Ką reiškia šis įspėjantysis ženklas?; ;Created a full sentence.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.332982063293457;4.228395462036133;0.8954133987426758;correct
328.0;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Mūsų asortimente rasite platų priedų ir komplektuojamųjų detalių pasirinkimą.;Mūsų asortimente rasite platų priedų ir komplektuojančių detalių pasirinkimą.; ;Created a full sentence by searching the Internet.;vlkk;https://www.balticmaster.lt/priedai-ir-komplektuojanciosios-dalys/;2.5238196849823;2.594423532485962;0.07060384750366211;correct
329.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į orą pakilo raketos ir numušė tris priešo lėktuvus. ;Į orą pakilo raketos, numušusios tris priešo lėktuvus. ; ;;vlkk;;3.211923837661743;3.3382034301757812;0.12627959251403809;correct
330.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pirmą kartą jis paragavo alkoholio, gerdamas su draugu šampano. ;Pirmą kartą jis paragavo alkoholio, išgėręs su draugu šampano. ; ;;vlkk;;3.989231586456299;3.172161340713501;-0.8170702457427979;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pusfinalį laimėjo mūsų komanda ir pateko į finalą.;Pusfinalį laimėjo mūsų komanda, patekusi į finalą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.5596771240234375;4.496667385101318;-0.06300973892211914;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Susirinkime kalbėjo namo pirmininkas ir skatino geriau tvarkyti aplinką.;Susirinkime kalbėjo namo pirmininkas, skatinęs geriau tvarkyti aplinką.; ;Changed 'raginęs' to 'skatinęs'.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.442627906799316;4.342042446136475;-0.1005854606628418;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į stadioną įžengė žaidėjai ir surengė trumpą pasirodymą.;Į stadioną įžengė žaidėjai, surengę trumpą pasirodymą.; ;;ChatGPT;;3.5516140460968018;3.6109583377838135;0.05934429168701172;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Mokytoja paaiškino užduotį ir parodė pavyzdį.;Mokytoja paaiškino užduotį, parodžiusi pavyzdį.; ;;ChatGPT;;3.091965436935425;3.609344959259033;0.5173795223236084;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Šeima išvyko į kelionę ir aplankė daug miestų.;Šeima išvyko į kelionę, aplankiusi daug miestų.; ;;ChatGPT;;2.882053852081299;3.1431264877319336;0.26107263565063477;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vyras įsijungė televizorių ir pradėjo žiūrėti naujienas.;Vyras įsijungė televizorių, pradėjęs žiūrėti naujienas.; ;;ChatGPT;;4.032233238220215;4.097983360290527;0.0657501220703125;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Jis atsisėdo prie stalo ir pradėjo skaityti laikraštį.;Jis atsisėdo prie stalo, pradėjęs skaityti laikraštį.; ;;ChatGPT;;2.5206055641174316;2.669480323791504;0.14887475967407227;correct
331.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vakar kalbėjo pirmininkas, ragindamas aktyviau dalyvauti rinkimuose.;Vakar kalbėjo pirmininkas, paraginęs aktyviau dalyvauti rinkimuose.; ;;vlkk;;3.8906588554382324;4.220988750457764;0.33032989501953125;correct
332.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;1;apsunkintas;Ligonis skundžiasi pasunkėjusiu rijimu.;Ligonis skundžiasi apsunkintu rijimu.; ;;vlkk;;4.848330974578857;5.4415717124938965;0.5932407379150391;correct
333.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;2;išplėstas;Odos paviršiuje matyti išsiplėtusios venos.;Odos paviršiuje matyti išplėstos venos.; ;;vlkk;;3.8326354026794434;4.472311973571777;0.639676570892334;correct
334.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Jam buvo nustatytas padidėjęs skrandžio rūgštingumas.;Jam buvo nustatytas padidintas skrandžio rūgštingumas.; ;;vlkk;;3.377141237258911;3.639125108718872;0.26198387145996094;correct
335.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Paklausios prekės.;Padidintos paklausos prekės.; ;;vlkk;;7.600453853607178;5.674595832824707;-1.9258580207824707;incorrect
336.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;4;pagreitintas;Jau kuris laikas nepavyksta sureguliuoti pagreitėjusio širdies plakimo.;Jau kuris laikas nepavyksta sureguliuoti pagreitinto širdies plakimo.; ;;vlkk;;3.3094847202301025;3.6113789081573486;0.3018941879272461;correct
337.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;5;sulėtintas;Šiai ligai būdinga sulėtėjusi medžiagų apykaita.;Šiai ligai būdinga sulėtinta medžiagų apykaita.; ;;vlkk;;3.066300392150879;3.419431209564209;0.3531308174133301;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;7;pakeistas;Pacientui nustatytas pakitęs kraujo spaudimas.;Pacientui nustatytas pakeistas kraujo spaudimas.; ;;ChatGPT;;3.212432861328125;3.7430059909820557;0.5305731296539307;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;8;išretėjęs;Rentgeno nuotraukoje matyti išretėję kaulai.;Rentgeno nuotraukoje matyti išretinti kaulai.; ;;ChatGPT;;4.487151145935059;4.8056135177612305;0.3184623718261719;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Sportininkui pasireiškė sumažėjęs deguonies įsisavinimas.;Sportininkui pasireiškė sumažintas deguonies įsisavinimas.; ;;ChatGPT;;4.203028202056885;4.5015411376953125;0.29851293563842773;correct
338.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Esant sumažėjusiam kraujospūdžiui svaigsta galva.;Esant sumažintam kraujospūdžiui svaigsta galva.; ;;vlkk;;3.6116461753845215;3.753469944000244;0.14182376861572266;correct
339.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įstojau į muzikos mokyklą ir čia baigiau keturias klases.;Įstojau į muzikos mokyklą, čia baigdamas keturias klases.; ;Deleted a comma.;vlkk;;3.412475109100342;3.6566195487976074;0.24414443969726562;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Jis pradėjo savanorių apmokymus ir čia baigė tris kursus. ;Jis pradėjo savanorių apmokymus, čia baigdamas tris kursus. ; ;;ChatGPT;;4.029919624328613;3.884798049926758;-0.14512157440185547;incorrect
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų ir pasiūlė jiems nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų, jiems pasiūlydami nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.; ;;internet;https://files.core.ac.uk/download/382466479.pdf;3.122619390487671;3.3327009677886963;0.2100815773010254;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įėjau į kambarį ir įjungiau šviesas.;Įėjau į kambarį įjungdamas šviesas.; ;;ChatGPT;;2.8747334480285645;3.7042171955108643;0.8294837474822998;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pasiėmiau knygą iš lentynos ir perskaičiau ją iki galo.;Pasiėmiau knygą iš lentynos, perskaitydamas ją iki galo.; ;;ChatGPT;;3.0984444618225098;3.5468146800994873;0.44837021827697754;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau bilietus į koncertą ir kitą dieną nuvykau į renginį.;Įsigijau bilietus į koncertą, kitą dieną nuvykdamas į renginį.; ;;ChatGPT;;3.0577380657196045;3.5047600269317627;0.4470219612121582;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Perskaičiau straipsnį ir vėliau parašiau apie jį apžvalgą.;Perskaičiau straipsnį, vėliau rašydamas apžvalgą.; ;;ChatGPT;;4.114660739898682;4.655792236328125;0.5411314964294434;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Abiturientas sėkmingai baigė mokyklą ir gavo atestatą.;Abiturientas sėkmingai baigė mokyklą gaudamas atestatą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.026933670043945;4.697629451751709;0.6706957817077637;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau naują telefoną ir po savaitės pradėjau jį naudoti.;Įsigijau naują telefoną, po savaitės pradėdamas jį naudoti.; ;;ChatGPT;;3.148271083831787;3.541274070739746;0.393002986907959;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pradėjau ruoštis egzaminui ir po kelių dienų jį išlaikiau.;Pradėjau ruoštis egzaminui, po kelių dienų išlaikydamas jį.; ;;ChatGPT;;3.438148021697998;3.960416078567505;0.5222680568695068;correct
340.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Policininkai netrukus sulaikė vagis ir nuvežė juos į nuovadą.;Policininkai netrukus sulaikė vagis, juos nuveždami į nuovadą.; ;Deleted a comma.;vlkk;;3.2201759815216064;3.836984872817993;0.6168088912963867;correct
341.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Kuo remdamasis laikraštis skelbia tokią informaciją?;Kuo remiantis laikraštis skelbia tokią informaciją?; ;;vlkk;;5.3951544761657715;4.128230094909668;-1.2669243812561035;incorrect
342.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atsižvelgdamas į susidariusią padėtį, įsakau pratęsti mokslo metus.;Atsižvelgiant į susidariusią padėtį, įsakau pratęsti mokslo metus.; ;Added 'pratęsti mokslo metus' to create full sentences.;vlkk;;3.148315906524658;3.5197505950927734;0.37143468856811523;correct
343.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Pažvelgę į šias nuotraukas, pastebėsime tam tikrą ryšį.;Pažvelgus į šias nuotraukas, pastebėsime tam tikrą ryšį.; ;;vlkk;;2.953615188598633;3.0275650024414062;0.07394981384277344;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Grįžę mes pirmiausia paskambinome tėvams.;Grįžus mes pirmiausia paskambinome tėvams.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.584512233734131;3.8706283569335938;0.2861161231994629;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Įėję į klasę, mokiniai pasisveikino su mokytoja.;Įėjus į klasę, mokiniai pasisveikino su mokytoja.; ;;ChatGPT;;2.6275930404663086;2.7789926528930664;0.1513996124267578;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atlikę eksperimentą, mokiniai įsidėmėjo taisykles.;Atlikus eksperimentą, mokiniai įsidėmėjo taisykles.; ;;ChatGPT;;4.330445289611816;4.376150608062744;0.045705318450927734;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Dirbdamas susižeidžiau.;Dirbant susižeidžiau.;;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.0914764404296875;6.078803062438965;0.9873266220092773;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaitę instrukcijas, suprasime, ką daryti.;Perskaičius instrukcijas, suprasime, ką daryti.; ;;ChatGPT;;4.868053436279297;4.373970031738281;-0.4940834045410156;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Susirašę elektroniniu paštu, jie sutaupė laiko.;Susirašius elektroniniu paštu, jie sutaupė laiko.; ;;ChatGPT;;5.514695644378662;5.711350917816162;0.1966552734375;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaičiusi šiuos straipsnius, supratau įvairių požiūrių skirtumus.;Perskaičius šiuos straipsnius, supratau įvairių požiūrių skirtumus.; ;;ChatGPT;;4.093600749969482;3.789764404296875;-0.3038363456726074;incorrect
344.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Jos elgiasi nepažeisdamos taisyklių.;Jos elgiasi nepažeidžiant taisyklių.; ;;vlkk;;6.640351295471191;5.2910356521606445;-1.3493156433105469;incorrect
345.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad apsisaugotumėte nuo gripo, gerkite čiobrelių arbatą.;Kad apsisaugojus nuo gripo, gerkite čiobrelių arbatą.; ;;vlkk;;3.436220169067383;3.558197021484375;0.12197685241699219;correct
346.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia perskaičiuoti sąskaitą, kad būtų išvengta atsitiktinių klaidų.;Reikia perskaičiuoti sąskaitą, kad išvengus atsitiktinių klaidų.;  ;;vlkk;;2.913806438446045;3.4012551307678223;0.48744869232177734;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad geriau pasiruoštumėte egzaminui, pakartokite pagrindines temas.;Kad geriau pasiruošus egzaminui, pakartokite pagrindines temas.; ;;ChatGPT;;3.927931308746338;4.352482795715332;0.42455148696899414;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia patikrinti duomenis, kad išvengtume nesutarimų vėliau.;Reikia patikrinti duomenis, kad išvengus nesutarimų vėliau.; ;;ChatGPT;;3.6693787574768066;4.78559684753418;1.116218090057373;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad išvengumėte nuostolių, patikrinkite dokumentus.;Kad išvengus nuostolių, patikrinkite dokumentus.; ;;ChatGPT;;4.836976051330566;4.65712833404541;-0.17984771728515625;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant procedūrą sutrumpintumėte, pasiruoškite reikalingus įrankius.;Idant procedūrą sutrumpinus, pasiruoškite reikalingus įrankius.; ;;ChatGPT;;3.682835340499878;4.245125770568848;0.5622904300689697;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad išsiaiškintų, kas tėvo žudikas, Hamletas pasirenka kvailio vaidmenį.;Kad  išsiaiškinus, kas tėvo žudikas, Hamletas pasirenka kvailio vaidmenį.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;3.8891656398773193;3.7495555877685547;-0.13961005210876465;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad baigtume darbą, reikia paskubėti.;Kad baigus darbą, reikia paskubėti.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;6.4701313972473145;5.9780731201171875;-0.49205827713012695;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad pasiektume gerų rezultatų, reikia daug dirbti.;Kad pasiekus gerų rezultatų, reikia daug dirbti.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.141432285308838;4.7795939445495605;-0.36183834075927734;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad užtikrintumėte duomenų kokybę, kiekvieną įrašą patikrinkite.;Kad užtikrinus duomenų kokybę, kiekvieną įrašą patikrinkite.; ;;ChatGPT;;3.725285530090332;4.349733352661133;0.6244478225708008;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant pirkėjai būtų patenkinti, pasirūpinkite kokybiškomis prekėmis.;Idant pirkėjus patenkinus, pasirūpinkite kokybiškomis prekėmis.; ;;ChatGPT;;3.44267201423645;4.2644805908203125;0.8218085765838623;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant triukšmas būtų sumažintas, uždarykite langus.;Idant triukšmą sumažinus, uždarykite langus.; ;;ChatGPT;;3.9324493408203125;4.598036766052246;0.6655874252319336;correct
347.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant tvirčiau pasijustume, pravartu dar sykį atsigręžti į praeitį.;Idant tvirčiau pasijutus, pravartu dar sykį atsigręžti į praeitį.; ;;vlkk;;3.6978232860565186;4.0807719230651855;0.382948637008667;correct
348.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu apskaičiuotume nuostolius, išaiškėtų tikroji įmonės padėtis.;Jeigu apskaičiavus nuostolius, išaiškėtų tikroji įmonės padėtis.; ;;vlkk;;3.0411810874938965;3.5001060962677;0.4589250087738037;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei parduotume kad ir po litą, vis tiek būtų pelno.;Jei pardavus kad ir po litą, vis tiek būtų pelno.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;4.622759819030762;4.62511682510376;0.002357006072998047;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Padėtis darosi grėsminga, jei nepasakytume – katastrofiška.;Padėtis darosi grėsminga, jei nepasakius – katastrofiška.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;3.2980737686157227;4.27151346206665;0.9734396934509277;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dar pagalvotume, surastume geresnį sprendimą.;Jeigu dar pagalvojus, surastume geresnį sprendimą.; ;;internet;https://talpykla.elaba.lt/elaba-fedora/objects/elaba:4622103/datastreams/MAIN/content;4.539091110229492;4.474387168884277;-0.06470394134521484;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dokumentus pateiktume laiku, gautume premiją.;Jeigu dokumentus pateikus laiku, gautume premiją.; ;;ChatGPT;;5.032471656799316;5.142974376678467;0.11050271987915039;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei sutartį pasirašytume šiandien, projektas prasidėtų rytoj.;Jei sutartį pasirašius šiandien, projektas prasidėtų rytoj.; ;;ChatGPT;;3.7035036087036133;4.62938928604126;0.9258856773376465;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei visus skaičiavimus patikrintume, rastume neatitikimų.;Jei visus skaičiavimus patikrinus, rastume neatitikimų.; ;;ChatGPT;;3.6189072132110596;4.0797553062438965;0.4608480930328369;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu kambarį išvalytumėte, svečiai būtų maloniai nustebinti.;Jeigu kambarį išvalius, svečiai būtų maloniai nustebinti.; ;;ChatGPT;;3.4020836353302;3.660189151763916;0.2581055164337158;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu pasiūlymu pasinaudotume, gautume nuolaidą.;Jeigu pasiūlymu pasinaudojus, gautume nuolaidą.; ;;ChatGPT;;3.4636828899383545;3.696648120880127;0.23296523094177246;correct
349.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Projektas būtų patobulintas, jei atidėtume svarstymą.;Projektas būtų patobulintas, jei atidėjus svarstymą.; ;;vlkk;;3.9060633182525635;4.310032367706299;0.40396904945373535;correct
350.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Ji džiaugėsi, kad šeimos nepalies itališkos skyrybos.;Ji džiaugėsi, kad šeimos nepalies skyrybos itališkai.; ;Created a full sentence by looking at the corpus.;vlkk;;4.847173690795898;4.853392601013184;0.006218910217285156;correct
351.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Bet ar tai tikrai kanadietiškas poilsis?;Bet ar tai tikrai poilsis kanadietiškai?; ;Created a full sentence by looking at the corpus.;vlkk;;6.424648761749268;6.1023640632629395;-0.3222846984863281;incorrect
