sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;Qwen_Qwen3-235B-A22B_correct_nll;Qwen_Qwen3-235B-A22B_incorrect_nll;Qwen_Qwen3-235B-A22B_certainty;Qwen_Qwen3-235B-A22B_decision
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Net ir po svaiginamų laimėjimų jis visai nepasikeitė.;Net ir po svaiginančių laimėjimų jis visai nepasikeitė.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;2.9761550426483154;2.6418914794921875;-0.33426356315612793;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Krepšininkai patyrė triuškinamą pralaimėjimą.;Krepšininkai patyrė triuškinantį pralaimėjimą.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;1.9233283996582031;1.701561689376831;-0.22176671028137207;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ką reiškia šis įspėjamasis ženklas?;Ką reiškia šis įspėjantysis ženklas?; ;Created a full sentence.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;1.8795617818832397;2.1411147117614746;0.26155292987823486;correct
328.0;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Mūsų asortimente rasite platų priedų ir komplektuojamųjų detalių pasirinkimą.;Mūsų asortimente rasite platų priedų ir komplektuojančių detalių pasirinkimą.; ;Created a full sentence by searching the Internet.;vlkk;https://www.balticmaster.lt/priedai-ir-komplektuojanciosios-dalys/;1.4409929513931274;1.3721482753753662;-0.06884467601776123;incorrect
329.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į orą pakilo raketos ir numušė tris priešo lėktuvus. ;Į orą pakilo raketos, numušusios tris priešo lėktuvus. ; ;;vlkk;;2.5932936668395996;2.588289499282837;-0.005004167556762695;incorrect
330.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pirmą kartą jis paragavo alkoholio, gerdamas su draugu šampano. ;Pirmą kartą jis paragavo alkoholio, išgėręs su draugu šampano. ; ;;vlkk;;3.0516839027404785;2.6886470317840576;-0.3630368709564209;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pusfinalį laimėjo mūsų komanda ir pateko į finalą.;Pusfinalį laimėjo mūsų komanda, patekusi į finalą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;2.9476852416992188;3.016519546508789;0.06883430480957031;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Susirinkime kalbėjo namo pirmininkas ir skatino geriau tvarkyti aplinką.;Susirinkime kalbėjo namo pirmininkas, skatinęs geriau tvarkyti aplinką.; ;Changed 'raginęs' to 'skatinęs'.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;2.938596725463867;2.775874614715576;-0.16272211074829102;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į stadioną įžengė žaidėjai ir surengė trumpą pasirodymą.;Į stadioną įžengė žaidėjai, surengę trumpą pasirodymą.; ;;ChatGPT;;1.7677003145217896;1.7943475246429443;0.026647210121154785;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Mokytoja paaiškino užduotį ir parodė pavyzdį.;Mokytoja paaiškino užduotį, parodžiusi pavyzdį.; ;;ChatGPT;;1.703916072845459;2.109121561050415;0.40520548820495605;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Šeima išvyko į kelionę ir aplankė daug miestų.;Šeima išvyko į kelionę, aplankiusi daug miestų.; ;;ChatGPT;;2.149707317352295;2.160907030105591;0.011199712753295898;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vyras įsijungė televizorių ir pradėjo žiūrėti naujienas.;Vyras įsijungė televizorių, pradėjęs žiūrėti naujienas.; ;;ChatGPT;;1.2373772859573364;1.4914147853851318;0.2540374994277954;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Jis atsisėdo prie stalo ir pradėjo skaityti laikraštį.;Jis atsisėdo prie stalo, pradėjęs skaityti laikraštį.; ;;ChatGPT;;1.6687934398651123;2.020320177078247;0.35152673721313477;correct
331.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vakar kalbėjo pirmininkas, ragindamas aktyviau dalyvauti rinkimuose.;Vakar kalbėjo pirmininkas, paraginęs aktyviau dalyvauti rinkimuose.; ;;vlkk;;2.3929028511047363;2.282316207885742;-0.11058664321899414;incorrect
332.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;1;apsunkintas;Ligonis skundžiasi pasunkėjusiu rijimu.;Ligonis skundžiasi apsunkintu rijimu.; ;;vlkk;;5.015288829803467;5.830567359924316;0.8152785301208496;correct
333.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;2;išplėstas;Odos paviršiuje matyti išsiplėtusios venos.;Odos paviršiuje matyti išplėstos venos.; ;;vlkk;;2.6044833660125732;3.4859089851379395;0.8814256191253662;correct
334.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Jam buvo nustatytas padidėjęs skrandžio rūgštingumas.;Jam buvo nustatytas padidintas skrandžio rūgštingumas.; ;;vlkk;;2.0160162448883057;2.754908800125122;0.7388925552368164;correct
335.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Paklausios prekės.;Padidintos paklausos prekės.; ;;vlkk;;4.412003517150879;4.5564494132995605;0.14444589614868164;correct
336.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;4;pagreitintas;Jau kuris laikas nepavyksta sureguliuoti pagreitėjusio širdies plakimo.;Jau kuris laikas nepavyksta sureguliuoti pagreitinto širdies plakimo.; ;;vlkk;;2.113273859024048;2.7991321086883545;0.6858582496643066;correct
337.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;5;sulėtintas;Šiai ligai būdinga sulėtėjusi medžiagų apykaita.;Šiai ligai būdinga sulėtinta medžiagų apykaita.; ;;vlkk;;1.8680475950241089;2.1986377239227295;0.3305901288986206;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;7;pakeistas;Pacientui nustatytas pakitęs kraujo spaudimas.;Pacientui nustatytas pakeistas kraujo spaudimas.; ;;ChatGPT;;2.140327215194702;2.5102784633636475;0.3699512481689453;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;8;išretėjęs;Rentgeno nuotraukoje matyti išretėję kaulai.;Rentgeno nuotraukoje matyti išretinti kaulai.; ;;ChatGPT;;2.254225969314575;2.5976507663726807;0.34342479705810547;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Sportininkui pasireiškė sumažėjęs deguonies įsisavinimas.;Sportininkui pasireiškė sumažintas deguonies įsisavinimas.; ;;ChatGPT;;2.032489061355591;2.3435287475585938;0.31103968620300293;correct
338.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Esant sumažėjusiam kraujospūdžiui svaigsta galva.;Esant sumažintam kraujospūdžiui svaigsta galva.; ;;vlkk;;2.2137529850006104;2.6612329483032227;0.4474799633026123;correct
339.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įstojau į muzikos mokyklą ir čia baigiau keturias klases.;Įstojau į muzikos mokyklą, čia baigdamas keturias klases.; ;Deleted a comma.;vlkk;;1.7679088115692139;2.1689693927764893;0.4010605812072754;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Jis pradėjo savanorių apmokymus ir čia baigė tris kursus. ;Jis pradėjo savanorių apmokymus, čia baigdamas tris kursus. ; ;;ChatGPT;;3.2918660640716553;3.3527815341949463;0.060915470123291016;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų ir pasiūlė jiems nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų, jiems pasiūlydami nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.; ;;internet;https://files.core.ac.uk/download/382466479.pdf;2.014535427093506;2.0688607692718506;0.05432534217834473;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įėjau į kambarį ir įjungiau šviesas.;Įėjau į kambarį įjungdamas šviesas.; ;;ChatGPT;;1.4370023012161255;1.8125863075256348;0.3755840063095093;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pasiėmiau knygą iš lentynos ir perskaičiau ją iki galo.;Pasiėmiau knygą iš lentynos, perskaitydamas ją iki galo.; ;;ChatGPT;;1.567128300666809;2.438445568084717;0.8713172674179077;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau bilietus į koncertą ir kitą dieną nuvykau į renginį.;Įsigijau bilietus į koncertą, kitą dieną nuvykdamas į renginį.; ;;ChatGPT;;1.8395624160766602;2.207392930984497;0.3678305149078369;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Perskaičiau straipsnį ir vėliau parašiau apie jį apžvalgą.;Perskaičiau straipsnį, vėliau rašydamas apžvalgą.; ;;ChatGPT;;1.6212249994277954;2.065634250640869;0.44440925121307373;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Abiturientas sėkmingai baigė mokyklą ir gavo atestatą.;Abiturientas sėkmingai baigė mokyklą gaudamas atestatą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;1.892940878868103;2.32705020904541;0.43410933017730713;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau naują telefoną ir po savaitės pradėjau jį naudoti.;Įsigijau naują telefoną, po savaitės pradėdamas jį naudoti.; ;;ChatGPT;;1.8674653768539429;2.142242431640625;0.27477705478668213;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pradėjau ruoštis egzaminui ir po kelių dienų jį išlaikiau.;Pradėjau ruoštis egzaminui, po kelių dienų išlaikydamas jį.; ;;ChatGPT;;1.905339241027832;2.0408360958099365;0.1354968547821045;correct
340.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Policininkai netrukus sulaikė vagis ir nuvežė juos į nuovadą.;Policininkai netrukus sulaikė vagis, juos nuveždami į nuovadą.; ;Deleted a comma.;vlkk;;2.420593738555908;3.3280107975006104;0.9074170589447021;correct
341.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Kuo remdamasis laikraštis skelbia tokią informaciją?;Kuo remiantis laikraštis skelbia tokią informaciją?; ;;vlkk;;3.293828248977661;3.1123909950256348;-0.18143725395202637;incorrect
342.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atsižvelgdamas į susidariusią padėtį, įsakau pratęsti mokslo metus.;Atsižvelgiant į susidariusią padėtį, įsakau pratęsti mokslo metus.; ;Added 'pratęsti mokslo metus' to create full sentences.;vlkk;;2.1169352531433105;2.180809497833252;0.0638742446899414;correct
343.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Pažvelgę į šias nuotraukas, pastebėsime tam tikrą ryšį.;Pažvelgus į šias nuotraukas, pastebėsime tam tikrą ryšį.; ;;vlkk;;1.972847580909729;2.448106527328491;0.4752589464187622;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Grįžę mes pirmiausia paskambinome tėvams.;Grįžus mes pirmiausia paskambinome tėvams.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;2.561845541000366;2.5618937015533447;4.8160552978515625e-05;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Įėję į klasę, mokiniai pasisveikino su mokytoja.;Įėjus į klasę, mokiniai pasisveikino su mokytoja.; ;;ChatGPT;;1.3732436895370483;1.217760443687439;-0.15548324584960938;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atlikę eksperimentą, mokiniai įsidėmėjo taisykles.;Atlikus eksperimentą, mokiniai įsidėmėjo taisykles.; ;;ChatGPT;;2.6313602924346924;3.225410223007202;0.5940499305725098;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Dirbdamas susižeidžiau.;Dirbant susižeidžiau.;;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.024693489074707;4.81491231918335;0.7902188301086426;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaitę instrukcijas, suprasime, ką daryti.;Perskaičius instrukcijas, suprasime, ką daryti.; ;;ChatGPT;;2.424578905105591;2.5831921100616455;0.1586132049560547;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Susirašę elektroniniu paštu, jie sutaupė laiko.;Susirašius elektroniniu paštu, jie sutaupė laiko.; ;;ChatGPT;;2.698742389678955;2.5882554054260254;-0.11048698425292969;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaičiusi šiuos straipsnius, supratau įvairių požiūrių skirtumus.;Perskaičius šiuos straipsnius, supratau įvairių požiūrių skirtumus.; ;;ChatGPT;;1.7105849981307983;1.6790052652359009;-0.03157973289489746;incorrect
344.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Jos elgiasi nepažeisdamos taisyklių.;Jos elgiasi nepažeidžiant taisyklių.; ;;vlkk;;4.332267761230469;3.7660374641418457;-0.566230297088623;incorrect
345.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad apsisaugotumėte nuo gripo, gerkite čiobrelių arbatą.;Kad apsisaugojus nuo gripo, gerkite čiobrelių arbatą.; ;;vlkk;;2.0936243534088135;2.760493516921997;0.6668691635131836;correct
346.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia perskaičiuoti sąskaitą, kad būtų išvengta atsitiktinių klaidų.;Reikia perskaičiuoti sąskaitą, kad išvengus atsitiktinių klaidų.;  ;;vlkk;;1.9035969972610474;2.549198627471924;0.6456016302108765;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad geriau pasiruoštumėte egzaminui, pakartokite pagrindines temas.;Kad geriau pasiruošus egzaminui, pakartokite pagrindines temas.; ;;ChatGPT;;2.7359471321105957;3.215891122817993;0.47994399070739746;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia patikrinti duomenis, kad išvengtume nesutarimų vėliau.;Reikia patikrinti duomenis, kad išvengus nesutarimų vėliau.; ;;ChatGPT;;1.7701528072357178;2.25070858001709;0.48055577278137207;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad išvengumėte nuostolių, patikrinkite dokumentus.;Kad išvengus nuostolių, patikrinkite dokumentus.; ;;ChatGPT;;3.28228759765625;3.4214847087860107;0.13919711112976074;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant procedūrą sutrumpintumėte, pasiruoškite reikalingus įrankius.;Idant procedūrą sutrumpinus, pasiruoškite reikalingus įrankius.; ;;ChatGPT;;3.248222589492798;3.2570526599884033;0.008830070495605469;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad išsiaiškintų, kas tėvo žudikas, Hamletas pasirenka kvailio vaidmenį.;Kad  išsiaiškinus, kas tėvo žudikas, Hamletas pasirenka kvailio vaidmenį.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;2.2139368057250977;2.467845916748047;0.2539091110229492;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad baigtume darbą, reikia paskubėti.;Kad baigus darbą, reikia paskubėti.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.1083297729492188;3.1171584129333496;0.00882863998413086;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad pasiektume gerų rezultatų, reikia daug dirbti.;Kad pasiekus gerų rezultatų, reikia daug dirbti.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.115166187286377;3.0968685150146484;-0.018297672271728516;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad užtikrintumėte duomenų kokybę, kiekvieną įrašą patikrinkite.;Kad užtikrinus duomenų kokybę, kiekvieną įrašą patikrinkite.; ;;ChatGPT;;1.8438866138458252;2.1196563243865967;0.2757697105407715;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant pirkėjai būtų patenkinti, pasirūpinkite kokybiškomis prekėmis.;Idant pirkėjus patenkinus, pasirūpinkite kokybiškomis prekėmis.; ;;ChatGPT;;2.324410915374756;2.7674174308776855;0.4430065155029297;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant triukšmas būtų sumažintas, uždarykite langus.;Idant triukšmą sumažinus, uždarykite langus.; ;;ChatGPT;;3.2601888179779053;3.5240302085876465;0.2638413906097412;correct
347.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant tvirčiau pasijustume, pravartu dar sykį atsigręžti į praeitį.;Idant tvirčiau pasijutus, pravartu dar sykį atsigręžti į praeitį.; ;;vlkk;;2.888906955718994;2.995434284210205;0.10652732849121094;correct
348.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu apskaičiuotume nuostolius, išaiškėtų tikroji įmonės padėtis.;Jeigu apskaičiavus nuostolius, išaiškėtų tikroji įmonės padėtis.; ;;vlkk;;2.0856292247772217;1.9889658689498901;-0.09666335582733154;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei parduotume kad ir po litą, vis tiek būtų pelno.;Jei pardavus kad ir po litą, vis tiek būtų pelno.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;3.275388479232788;3.750382900238037;0.474994421005249;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Padėtis darosi grėsminga, jei nepasakytume – katastrofiška.;Padėtis darosi grėsminga, jei nepasakius – katastrofiška.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;2.8048017024993896;2.9470720291137695;0.14227032661437988;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dar pagalvotume, surastume geresnį sprendimą.;Jeigu dar pagalvojus, surastume geresnį sprendimą.; ;;internet;https://talpykla.elaba.lt/elaba-fedora/objects/elaba:4622103/datastreams/MAIN/content;2.705075740814209;3.078737735748291;0.37366199493408203;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dokumentus pateiktume laiku, gautume premiją.;Jeigu dokumentus pateikus laiku, gautume premiją.; ;;ChatGPT;;2.806410312652588;3.083613157272339;0.277202844619751;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei sutartį pasirašytume šiandien, projektas prasidėtų rytoj.;Jei sutartį pasirašius šiandien, projektas prasidėtų rytoj.; ;;ChatGPT;;1.8588192462921143;2.306985378265381;0.4481661319732666;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei visus skaičiavimus patikrintume, rastume neatitikimų.;Jei visus skaičiavimus patikrinus, rastume neatitikimų.; ;;ChatGPT;;2.651982069015503;2.8956198692321777;0.2436378002166748;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu kambarį išvalytumėte, svečiai būtų maloniai nustebinti.;Jeigu kambarį išvalius, svečiai būtų maloniai nustebinti.; ;;ChatGPT;;1.8738713264465332;2.400618314743042;0.5267469882965088;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu pasiūlymu pasinaudotume, gautume nuolaidą.;Jeigu pasiūlymu pasinaudojus, gautume nuolaidą.; ;;ChatGPT;;2.417740821838379;2.948385715484619;0.5306448936462402;correct
349.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Projektas būtų patobulintas, jei atidėtume svarstymą.;Projektas būtų patobulintas, jei atidėjus svarstymą.; ;;vlkk;;2.5198488235473633;2.7270524501800537;0.20720362663269043;correct
350.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Ji džiaugėsi, kad šeimos nepalies itališkos skyrybos.;Ji džiaugėsi, kad šeimos nepalies skyrybos itališkai.; ;Created a full sentence by looking at the corpus.;vlkk;;4.186618804931641;4.3075432777404785;0.12092447280883789;correct
351.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Bet ar tai tikrai kanadietiškas poilsis?;Bet ar tai tikrai poilsis kanadietiškai?; ;Created a full sentence by looking at the corpus.;vlkk;;5.033080101013184;5.388154983520508;0.3550748825073242;correct
