sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;Qwen_Qwen3-0.6B-Base_correct_nll;Qwen_Qwen3-0.6B-Base_incorrect_nll;Qwen_Qwen3-0.6B-Base_certainty;Qwen_Qwen3-0.6B-Base_decision
310.0;3;Use of Forms;20;5.4 Infinitive;2;5.4.2 The infinitive should not be used with the conjunction kad (also idant) to express purpose.;1;;Tam, kad surastume nusikaltėlius, reikia papildomų duomenų.;Tam, kad surasti nusikaltėlius, reikia papildomų duomenų.; ;;vlkk;;4.491764068603516;4.99523401260376;0.5034699440002441;correct
;3;Use of Forms;20;5.4 Infinitive;2;5.4.2 The infinitive should not be used with the conjunction kad (also idant) to express purpose.;1;;Studentai ruošiasi egzaminui, kad pasiektų geresnių rezultatų.;Studentai ruošiasi egzaminui, kad pasiekti geresnių rezultatų.; ;;ChatGPT;;2.9011828899383545;3.067347764968872;0.16616487503051758;correct
;3;Use of Forms;20;5.4 Infinitive;2;5.4.2 The infinitive should not be used with the conjunction kad (also idant) to express purpose.;1;;Įmonė investuoja į naujas technologijas, kad pagerintų gamybos efektyvumą.;Įmonė investuoja į naujas technologijas, kad pagerinti gamybos efektyvumą.; ;;ChatGPT;;2.491974353790283;2.676907777786255;0.18493342399597168;correct
;3;Use of Forms;20;5.4 Infinitive;2;5.4.2 The infinitive should not be used with the conjunction kad (also idant) to express purpose.;1;;Kad mokėtume, reikia mokytis.;Kad mokėti, reikia mokytis.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.358741283416748;4.178762912750244;-0.1799783706665039;incorrect
;3;Use of Forms;20;5.4 Infinitive;2;5.4.2 The infinitive should not be used with the conjunction kad (also idant) to express purpose.;1;;Atvažiavau, kad viską pamatyčiau.;Atvažiavau, kad viską pamatyti.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.55780029296875;4.929962158203125;0.372161865234375;correct
;3;Use of Forms;20;5.4 Infinitive;2;5.4.2 The infinitive should not be used with the conjunction kad (also idant) to express purpose.;1;;Ką nors daryk, idant atgautum dvasios ramybę.;Ką nors daryk, idant atgauti dvasios ramybę.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.85829496383667;5.48455286026001;-0.37374210357666016;incorrect
;3;Use of Forms;20;5.4 Infinitive;2;5.4.2 The infinitive should not be used with the conjunction kad (also idant) to express purpose.;1;;Kad būtų sumažinti kaštai, reikia peržiūrėti tiekimo sutartis.;Kad sumažinti kaštus, reikia peržiūrėti tiekimo sutartis.; ;;ChatGPT;;3.9324302673339844;4.480389595031738;0.5479593276977539;correct
;3;Use of Forms;20;5.4 Infinitive;2;5.4.2 The infinitive should not be used with the conjunction kad (also idant) to express purpose.;1;;Susitarėme susitikti, kad aptartume bendradarbiavimo galimybes.;Susitarėme susitikti, kad aptarti bendradarbiavimo galimybes.; ;;ChatGPT;;3.80625057220459;3.539428472518921;-0.26682209968566895;incorrect
;3;Use of Forms;20;5.4 Infinitive;2;5.4.2 The infinitive should not be used with the conjunction kad (also idant) to express purpose.;1;;Vadovybė priėmė sprendimą, kad pagerėtų komunikacija tarp skyrių.;Vadovybė priėmė sprendimą, kad pagerinti komunikaciją tarp skyrių.; ;;ChatGPT;;3.976957082748413;3.6878373622894287;-0.2891197204589844;incorrect
311.0;3;Use of Forms;20;5.4 Infinitive;2;5.4.2 The infinitive should not be used with the conjunction kad (also idant) to express purpose.;1;;Ant pakylos užlipo vakaro svečias, idant praneštų gerą naujieną.;Ant pakylos užlipo vakaro svečias, idant pranešti gerą naujieną.; ;;vlkk;;5.647318363189697;5.659885406494141;0.01256704330444336;correct
312.0;3;Use of Forms;21;5.5 Negative predicate forms;1;5.5.1 Negative predicate forms should not to be used in subordinate clauses expressing concession, when actual negation is not meant.;1;;Kad ir kaip stengėsi, niekam negalėjo įtikti.;Kaip nesistengė, niekam negalėjo įtikti.; ;;vlkk;;3.5722289085388184;3.1944196224212646;-0.3778092861175537;incorrect
313.0;3;Use of Forms;21;5.5 Negative predicate forms;1;5.5.1 Negative predicate forms should not to be used in subordinate clauses expressing concession, when actual negation is not meant.;1;;Kad ir kaip ten būtų, reikia važiuoti.;Kaip ten nebūtų, reikia važiuoti.; ;;vlkk;;4.188241958618164;4.203458786010742;0.015216827392578125;correct
314.0;3;Use of Forms;21;5.5 Negative predicate forms;1;5.5.1 Negative predicate forms should not to be used in subordinate clauses expressing concession, when actual negation is not meant.;1;;Kad ir kaip keista, projektas dar neparengtas.;Kaip nekeista, projektas dar neparengtas.; ;;vlkk;;5.356862545013428;5.493991374969482;0.1371288299560547;correct
;3;Use of Forms;21;5.5 Negative predicate forms;1;5.5.1 Negative predicate forms should not to be used in subordinate clauses expressing concession, when actual negation is not meant.;1;;Kad ir kaip ten būtų, bet dainos turi skambėti!;Kaip ten nebūtų, bet dainos turi skambėti!; ;;internet;https://www.facebook.com/muzikantai.uk/videos/kaip-ten-nebūtųbet-dainos-turi-skambėtiačiū-už-nuostabų-vakarąačiū-už-gėles-ir-d/1332936084366782/;4.230487823486328;4.238626956939697;0.00813913345336914;correct
;3;Use of Forms;21;5.5 Negative predicate forms;1;5.5.1 Negative predicate forms should not to be used in subordinate clauses expressing concession, when actual negation is not meant.;1;;Kad ir kaip sunku buvo, visi darbai buvo atlikti laiku.;Kaip nesunku būtų buvę, visi darbai buvo atlikti laiku.;  ;;ChatGPT;;4.217037677764893;3.4556596279144287;-0.7613780498504639;incorrect
;3;Use of Forms;21;5.5 Negative predicate forms;1;5.5.1 Negative predicate forms should not to be used in subordinate clauses expressing concession, when actual negation is not meant.;1;;Kad ir kaip nuobodu būtų, konferencijoje reikia dalyvauti.;Kaip nenuobodu būtų, konferencijoje reikia dalyvauti.; ;;ChatGPT;;3.6311798095703125;3.359848737716675;-0.2713310718536377;incorrect
;3;Use of Forms;21;5.5 Negative predicate forms;1;5.5.1 Negative predicate forms should not to be used in subordinate clauses expressing concession, when actual negation is not meant.;1;;Kad ir kaip pavargę jie buvo, susirinkime dalyvavo visi.;Kaip nepavargę jie buvo, susirinkime dalyvavo visi.; ;;ChatGPT;;4.315649509429932;4.240576267242432;-0.0750732421875;incorrect
;3;Use of Forms;21;5.5 Negative predicate forms;1;5.5.1 Negative predicate forms should not to be used in subordinate clauses expressing concession, when actual negation is not meant.;1;;Kad ir kaip neįprasta, sprendimas buvo priimtas greitai.;Kaip neįprasta, sprendimas buvo priimtas greitai.; ;;ChatGPT;;3.703810214996338;3.4751906394958496;-0.22861957550048828;incorrect
;3;Use of Forms;21;5.5 Negative predicate forms;1;5.5.1 Negative predicate forms should not to be used in subordinate clauses expressing concession, when actual negation is not meant.;1;;Kad ir kaip vėlavo susitikimas, visi punktai buvo aptarti laiku.	;Kaip nevėlavo susitikimas, visi punktai buvo aptarti laiku.; ;;ChatGPT;;4.217550277709961;4.148338794708252;-0.06921148300170898;incorrect
315.0;3;Use of Forms;21;5.5 Negative predicate forms;1;5.5.1 Negative predicate forms should not to be used in subordinate clauses expressing concession, when actual negation is not meant.;1;;Bet, kad ir kaip būtų keista, pastatas išliko nesugriautas.;Bet, kaip nebūtų keista, pastatas išliko nesugriautas.; ;;vlkk;;4.538266181945801;4.521824359893799;-0.016441822052001953;incorrect
316.0;3;Use of Forms;22;5.6 Simple forms of the subjunctive mood;1;5.6.1 Simple forms of the subjunctive mood should not to be used instead of compound forms to express past actions (often hypothetical or unrealized).;1;;Nepasakyčiau, kad vakarykštis aukcionas būtų sudrebinęs Kauną.;Nepasakyčiau, kad vakarykštis aukcionas sudrebintų Kauną.; ;;vlkk;;4.957139492034912;5.183455944061279;0.2263164520263672;correct
317.0;3;Use of Forms;22;5.6 Simple forms of the subjunctive mood;1;5.6.1 Simple forms of the subjunctive mood should not to be used instead of compound forms to express past actions (often hypothetical or unrealized).;1;;Varikliai sandėlyje dar būtų gulėję ne vienus metus, jei jų nebūtų radę kontrolieriai.;Varikliai sandėlyje dar gulėtų ne vienus metus, jei jų nerastų kontrolieriai.; ;;vlkk;;3.9143218994140625;4.211339473724365;0.29701757431030273;correct
;3;Use of Forms;22;5.6 Simple forms of the subjunctive mood;1;5.6.1 Simple forms of the subjunctive mood should not to be used instead of compound forms to express past actions (often hypothetical or unrealized).;1;;Jei jis būtų skaičiavęs atsakymus, klaidų būtų buvę mažiau.;Jei jis skaičiuotų atsakymus, klaidų būtų buvę mažiau.; ;;ChatGPT;;3.082475423812866;3.3082656860351562;0.22579026222229004;correct
;3;Use of Forms;22;5.6 Simple forms of the subjunctive mood;1;5.6.1 Simple forms of the subjunctive mood should not to be used instead of compound forms to express past actions (often hypothetical or unrealized).;1;;Jei ji būtų paruošusi ataskaitą laiku, vadovas nebūtų supykęs.;Jei ji paruoštų ataskaitą laiku, vadovas nebūtų supykęs.; ;;ChatGPT;;3.850198984146118;4.6183390617370605;0.7681400775909424;correct
;3;Use of Forms;22;5.6 Simple forms of the subjunctive mood;1;5.6.1 Simple forms of the subjunctive mood should not to be used instead of compound forms to express past actions (often hypothetical or unrealized).;1;;Jei studentai būtų išstudijavę visas paskaitas, egzamino rezultatai būtų geresni.;Jei studentai išstudijuotų visas paskaitas, egzamino rezultatai būtų geresni.; ;;ChatGPT;;3.241689443588257;3.5409135818481445;0.2992241382598877;correct
;3;Use of Forms;22;5.6 Simple forms of the subjunctive mood;1;5.6.1 Simple forms of the subjunctive mood should not to be used instead of compound forms to express past actions (often hypothetical or unrealized).;1;;Jei komanda būtų pasiruošusi iš anksto, turnyras būtų praėjęs sėkmingai.;Jei komanda pasiruoštų iš anksto, turnyras būtų praėjęs sėkmingai.; ;;ChatGPT;;3.335515260696411;3.747267246246338;0.41175198554992676;correct
;3;Use of Forms;22;5.6 Simple forms of the subjunctive mood;1;5.6.1 Simple forms of the subjunctive mood should not to be used instead of compound forms to express past actions (often hypothetical or unrealized).;1;;Jei oras būtų buvęs geras, renginys būtų įvykęs lauke.;Jei oras būtų geras, renginys būtų įvykęs lauke.; ;;ChatGPT;;3.378296375274658;3.6523332595825195;0.27403688430786133;correct
;3;Use of Forms;22;5.6 Simple forms of the subjunctive mood;1;5.6.1 Simple forms of the subjunctive mood should not to be used instead of compound forms to express past actions (often hypothetical or unrealized).;1;;Jei žurnalistai būtų patikrinę informaciją prieš publikaciją, skandalas nebūtų įvykęs.;Jei žurnalistai patikrintų informaciją prieš publikaciją, skandalas nebūtų įvykęs.; ;;ChatGPT;;2.9269721508026123;3.3133740425109863;0.386401891708374;correct
;3;Use of Forms;22;5.6 Simple forms of the subjunctive mood;1;5.6.1 Simple forms of the subjunctive mood should not to be used instead of compound forms to express past actions (often hypothetical or unrealized).;1;;Jeigu klientai būtų pateikę atsiliepimus, mes būtume patobulinę produktą.	;Jeigu klientai pateiktų atsiliepimus, mes būtume patobulinę produktą.; ;;ChatGPT;;3.5435385704040527;3.6293532848358154;0.0858147144317627;correct
318.0;3;Use of Forms;22;5.6 Simple forms of the subjunctive mood;1;5.6.1 Simple forms of the subjunctive mood should not to be used instead of compound forms to express past actions (often hypothetical or unrealized).;1;;Jeigu jie būtų važiavę mažesniu greičiu, avarija nebūtų įvykusi.;Jeigu jie važiuotų mažesniu greičiu, avarija nebūtų įvykusi.; ;;vlkk;;3.0239531993865967;3.177733898162842;0.15378069877624512;correct
319.0;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;1;išsinuomoti ;Išnuomojamas vieno kambario butas.;Išsinuomoja vieno kambario butas.; ;;vlkk;;5.429686546325684;5.932341575622559;0.502655029296875;correct
320.0;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;2;nusimatyti;Kas dar numatoma programoje?;Kas dar nusimato programoje?; ;Deleted one of the sentences.;vlkk;;7.3783135414123535;6.408464431762695;-0.9698491096496582;incorrect
321.0;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;3;parsiduoti;Parduodamas namas su sodu.;Parsiduoda namas su sodu.; ;;vlkk;;6.004943370819092;7.403287410736084;1.3983440399169922;correct
322.0;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;3;parsiduoti;Ar čia žaislų neparduodate?;Ar čia žaislai neparsiduoda?; ;;vlkk;;7.412834167480469;6.371192932128906;-1.0416412353515625;incorrect
323.0;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;4;rašytis;Nosinė čia nerašoma.;Nosinė čia nesirašo.; ;;vlkk;;5.317935943603516;5.928679943084717;0.6107439994812012;correct
324.0;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;4;rašytis;Kaip kirčiuojamas šis žodis?;Kaip kirčiuojasi šis žodis?; ;;vlkk;;3.8414857387542725;4.063113689422607;0.22162795066833496;correct
325.0;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;5;skaitytis;Norėjau taip parašyti, kad knygą būtų įdomu skaityti.;Norėjau taip parašyti, kad knyga įdomiai skaitytųsi.; ;;vlkk;;2.619053840637207;2.965555191040039;0.34650135040283203;correct
326.0;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;6;statytis;Kaip tik toje vietoje ir buvo statomas naujas namas.;Kaip tik toje vietoje ir statėsi naujas namas.; ;Added 'ir' to make the sentences more similar to each other.;vlkk;;4.796767234802246;4.804032802581787;0.007265567779541016;correct
;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;3;parsiduoti;Parduodamas automobilis aikštelėje.;Parsiduoda automobilis aikštelėje.; ;;ChatGPT;;3.7179484367370605;5.134612083435059;1.416663646697998;correct
;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;7;žiūrėtis;Restauruotas pastatas gražiai atrodo.;Restauruotas pastatas gražiai žiūrisi.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.612744331359863;5.38153600692749;-0.23120832443237305;incorrect
;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;8;matosi;Iš čia toli matyti.;Iš čia toli matosi.;Klaidomis nelaikoma formos matosi, girdisi, jaučiasi.;Both sentences are OK depending on the context.;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.665609836578369;6.125325679779053;0.4597158432006836;correct
;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;9;girdisi;Už sienos buvo girdėti balsai.;Už sienos girdėjosi balsai.;Klaidomis nelaikoma formos matosi, girdisi, jaučiasi.;Both sentences are OK depending on the context.;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.498795986175537;4.767392158508301;0.26859617233276367;correct
;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;10;jaučiasi;Rašinio įžangoje justi tuščiažodžiavimas.;Rašinio įžangoje jaučiasi tuščiažodžiavimas.;Klaidomis nelaikoma formos matosi, girdisi, jaučiasi.;Both sentences are OK depending on the context.;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.829172611236572;4.263745307922363;-0.565427303314209;incorrect
327.0;3;Use of Forms;23;5.7 Reflexive forms;1;5.7.1 Reflexive forms of certain verbs should not to be used with a passive meaning if the action cannot occur by itself.;7;žiūrėtis;Aktoriai tame spektaklyje gražiai atrodo.;Aktoriai tame spektaklyje gražiai žiūrisi.; ;;vlkk;;5.065801620483398;5.215035915374756;0.14923429489135742;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Kroatai atrankos turnyre iškovojo dvi įtikinančias pergales.;Kroatai atrankos turnyre iškovojo dvi įtikinamas pergales.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;5.724190711975098;5.82987642288208;0.10568571090698242;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Nebuvo įvertintas pasiaukojamas žygdarbis.;Nebuvo įvertintas pasiaukojantis žygdarbis.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.613609313964844;5.6866230964660645;0.0730137825012207;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Salėje nebuvo sėdimų vietų.;Salėje nebuvo sėdinčių vietų.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/3345-neveikiamosios-rusies-dalyvis;3.9618771076202393;3.4884541034698486;-0.4734230041503906;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Jis jau seniai dirba vadovaujamą darbą.;Jis jau seniai dirba vadovaujantį darbą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.458426475524902;5.1884002685546875;-0.27002620697021484;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Tai buvo sunkiai įveikiama užduotis.;Tai buvo sunkiai įveikianti užduotis.; ;;ChatGPT;;4.016443252563477;3.8146183490753174;-0.20182490348815918;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Pastatas turi šildomas grindis.;Pastatas turi šildančias grindis.; ;;ChatGPT;;6.1932501792907715;5.720301628112793;-0.4729485511779785;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Gydytojas atliko rekomenduojamą procedūrą.;Gydytojas atliko rekomenduojančią procedūrą.; ;;ChatGPT;;3.7416744232177734;3.7393746376037598;-0.002299785614013672;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Jiems buvo paskirtas reglamentuojamas mokestis.;Jiems buvo paskirtas reglamentuojantis mokestis.; ;;ChatGPT;;4.276166915893555;4.219559669494629;-0.05660724639892578;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Reikia pateikti tinkamus dokumentus.;Reikia pateikti tinkančius dokumentus.; ;;ChatGPT;;6.454948425292969;5.5190534591674805;-0.9358949661254883;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Už viską geriau – gaivinamieji gėrimai. ;Už viską geriau – gaivinantieji gėrimai. ; ;Created a full sentence by searching the Internet.;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.447596549987793;4.950369834899902;0.5027732849121094;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ši maitinamoji kaukė tinkama visų tipų plaukams.;Ši maitinančioji kaukė tinkama visų tipų plaukams.; ;Created a full sentence by searching the Internet.;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.273888111114502;3.919090509414673;-0.3547976016998291;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Vykdomoji valdžia – tai institucijos, kurios įgyvendina valstybinę valdžią vykdydamos įstatymus ir kitus teisės aktus.;Vykdančioji valdžia – tai institucijos, kurios įgyvendina valstybinę valdžią vykdydamos įstatymus ir kitus teisės aktus.; ;Created a full sentence by searching the Internet.;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;2.9629969596862793;2.655769109725952;-0.30722784996032715;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Plaukų stiprinimo šampūnas yra skirtas pažeistiems, sausiems, lūžinėjantiems plaukams.;Plaukus stiprinantis šampūnas yra skirtas pažeistiems, sausiems, lūžinėjantiems plaukams.; ;Created a full sentence by searching the Internet.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.83335018157959;4.389827251434326;0.5564770698547363;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Dezinfekciniai valikliai skirti efektyviai paviršių, liftų, stalų, rankenų, sanitarinių patalpų, įrangos ir įrankių dezinfekcijai.;Dezinfekuojantys valikliai skirti efektyviai paviršių, liftų, stalų, rankenų, sanitarinių patalpų, įrangos ir įrankių dezinfekcijai.; ;Created a full sentence by searching the Internet.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.387751817703247;3.3293302059173584;-0.05842161178588867;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Natūralūs raminamieji preparatai gali sumažinti nerimą ir gerinti miegą.;Natūralūs raminantieji preparatai gali sumažinti nerimą ir gerinti miegą.; ;Created a full sentence by searching the Internet.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.670623302459717;3.6987879276275635;0.02816462516784668;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Patyrėme stulbinamų įspūdžių.;Patyrėme stulbinančių įspūdžių.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.078220367431641;3.776456356048584;-0.30176401138305664;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ši taryba turėtų tapti jungiamąja grandimi.;Ši taryba turėtų tapti jungiančia grandimi.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.895761966705322;4.771479606628418;-0.1242823600769043;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Net ir po svaiginamų laimėjimų jis visai nepasikeitė.;Net ir po svaiginančių laimėjimų jis visai nepasikeitė.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.630658149719238;4.496718883514404;-0.13393926620483398;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Krepšininkai patyrė triuškinamą pralaimėjimą.;Krepšininkai patyrė triuškinantį pralaimėjimą.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.183902263641357;4.320367336273193;0.13646507263183594;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ką reiškia šis įspėjamasis ženklas?;Ką reiškia šis įspėjantysis ženklas?; ;Created a full sentence.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.2398087978363037;3.732639789581299;0.4928309917449951;correct
328.0;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Mūsų asortimente rasite platų priedų ir komplektuojamųjų detalių pasirinkimą.;Mūsų asortimente rasite platų priedų ir komplektuojančių detalių pasirinkimą.; ;Created a full sentence by searching the Internet.;vlkk;https://www.balticmaster.lt/priedai-ir-komplektuojanciosios-dalys/;3.7637526988983154;3.734920024871826;-0.028832674026489258;incorrect
329.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į orą pakilo raketos ir numušė tris priešo lėktuvus. ;Į orą pakilo raketos, numušusios tris priešo lėktuvus. ; ;;vlkk;;4.249555587768555;4.403049468994141;0.15349388122558594;correct
330.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pirmą kartą jis paragavo alkoholio, gerdamas su draugu šampano. ;Pirmą kartą jis paragavo alkoholio, išgėręs su draugu šampano. ; ;;vlkk;;4.73844051361084;4.314503192901611;-0.4239373207092285;incorrect
