sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;CohereLabs_aya-expanse-32b_correct_nll;CohereLabs_aya-expanse-32b_incorrect_nll;CohereLabs_aya-expanse-32b_certainty;CohereLabs_aya-expanse-32b_decision
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Nebuvo įvertintas pasiaukojamas žygdarbis.;Nebuvo įvertintas pasiaukojantis žygdarbis.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.482124328613281;4.418416500091553;-0.06370782852172852;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Salėje nebuvo sėdimų vietų.;Salėje nebuvo sėdinčių vietų.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/3345-neveikiamosios-rusies-dalyvis;3.4844470024108887;3.262037992477417;-0.22240900993347168;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Jis jau seniai dirba vadovaujamą darbą.;Jis jau seniai dirba vadovaujantį darbą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.245141506195068;3.67510986328125;-0.5700316429138184;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Tai buvo sunkiai įveikiama užduotis.;Tai buvo sunkiai įveikianti užduotis.; ;;ChatGPT;;4.344639301300049;4.415255069732666;0.07061576843261719;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Pastatas turi šildomas grindis.;Pastatas turi šildančias grindis.; ;;ChatGPT;;7.705907344818115;6.835826873779297;-0.8700804710388184;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Gydytojas atliko rekomenduojamą procedūrą.;Gydytojas atliko rekomenduojančią procedūrą.; ;;ChatGPT;;3.1736559867858887;3.5279035568237305;0.3542475700378418;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Jiems buvo paskirtas reglamentuojamas mokestis.;Jiems buvo paskirtas reglamentuojantis mokestis.; ;;ChatGPT;;5.8602142333984375;6.139445781707764;0.27923154830932617;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Reikia pateikti tinkamus dokumentus.;Reikia pateikti tinkančius dokumentus.; ;;ChatGPT;;3.9069151878356934;3.785609006881714;-0.12130618095397949;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Už viską geriau – gaivinamieji gėrimai. ;Už viską geriau – gaivinantieji gėrimai. ; ;Created a full sentence by searching the Internet.;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.241252422332764;5.08973503112793;-0.15151739120483398;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ši maitinamoji kaukė tinkama visų tipų plaukams.;Ši maitinančioji kaukė tinkama visų tipų plaukams.; ;Created a full sentence by searching the Internet.;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.771056175231934;4.5203657150268555;-0.2506904602050781;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Vykdomoji valdžia – tai institucijos, kurios įgyvendina valstybinę valdžią vykdydamos įstatymus ir kitus teisės aktus.;Vykdančioji valdžia – tai institucijos, kurios įgyvendina valstybinę valdžią vykdydamos įstatymus ir kitus teisės aktus.; ;Created a full sentence by searching the Internet.;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;2.0028300285339355;2.0490455627441406;0.04621553421020508;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Plaukų stiprinimo šampūnas yra skirtas pažeistiems, sausiems, lūžinėjantiems plaukams.;Plaukus stiprinantis šampūnas yra skirtas pažeistiems, sausiems, lūžinėjantiems plaukams.; ;Created a full sentence by searching the Internet.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;2.7154297828674316;3.8493213653564453;1.1338915824890137;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Dezinfekciniai valikliai skirti efektyviai paviršių, liftų, stalų, rankenų, sanitarinių patalpų, įrangos ir įrankių dezinfekcijai.;Dezinfekuojantys valikliai skirti efektyviai paviršių, liftų, stalų, rankenų, sanitarinių patalpų, įrangos ir įrankių dezinfekcijai.; ;Created a full sentence by searching the Internet.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;2.788778781890869;2.8583180904388428;0.06953930854797363;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Natūralūs raminamieji preparatai gali sumažinti nerimą ir gerinti miegą.;Natūralūs raminantieji preparatai gali sumažinti nerimą ir gerinti miegą.; ;Created a full sentence by searching the Internet.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.6891367435455322;3.557354211807251;-0.13178253173828125;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Patyrėme stulbinamų įspūdžių.;Patyrėme stulbinančių įspūdžių.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.827538013458252;3.518887519836426;-0.30865049362182617;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ši taryba turėtų tapti jungiamąja grandimi.;Ši taryba turėtų tapti jungiančia grandimi.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.3178069591522217;3.6433537006378174;0.3255467414855957;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Net ir po svaiginamų laimėjimų jis visai nepasikeitė.;Net ir po svaiginančių laimėjimų jis visai nepasikeitė.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.1304850578308105;3.946514844894409;-0.18397021293640137;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Krepšininkai patyrė triuškinamą pralaimėjimą.;Krepšininkai patyrė triuškinantį pralaimėjimą.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.889719009399414;3.7567577362060547;-0.13296127319335938;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ką reiškia šis įspėjamasis ženklas?;Ką reiškia šis įspėjantysis ženklas?; ;Created a full sentence.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.047430992126465;3.767576217651367;0.7201452255249023;correct
328.0;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Mūsų asortimente rasite platų priedų ir komplektuojamųjų detalių pasirinkimą.;Mūsų asortimente rasite platų priedų ir komplektuojančių detalių pasirinkimą.; ;Created a full sentence by searching the Internet.;vlkk;https://www.balticmaster.lt/priedai-ir-komplektuojanciosios-dalys/;2.8741629123687744;2.9342453479766846;0.060082435607910156;correct
329.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į orą pakilo raketos ir numušė tris priešo lėktuvus. ;Į orą pakilo raketos, numušusios tris priešo lėktuvus. ; ;;vlkk;;4.637457370758057;4.561496257781982;-0.07596111297607422;incorrect
330.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pirmą kartą jis paragavo alkoholio, gerdamas su draugu šampano. ;Pirmą kartą jis paragavo alkoholio, išgėręs su draugu šampano. ; ;;vlkk;;4.688830852508545;4.37369441986084;-0.3151364326477051;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pusfinalį laimėjo mūsų komanda ir pateko į finalą.;Pusfinalį laimėjo mūsų komanda, patekusi į finalą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.392380475997925;3.4554784297943115;0.06309795379638672;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Susirinkime kalbėjo namo pirmininkas ir skatino geriau tvarkyti aplinką.;Susirinkime kalbėjo namo pirmininkas, skatinęs geriau tvarkyti aplinką.; ;Changed 'raginęs' to 'skatinęs'.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.1159844398498535;3.944175958633423;-0.17180848121643066;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į stadioną įžengė žaidėjai ir surengė trumpą pasirodymą.;Į stadioną įžengė žaidėjai, surengę trumpą pasirodymą.; ;;ChatGPT;;2.858877182006836;2.9326894283294678;0.07381224632263184;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Mokytoja paaiškino užduotį ir parodė pavyzdį.;Mokytoja paaiškino užduotį, parodžiusi pavyzdį.; ;;ChatGPT;;2.837531089782715;2.869503974914551;0.03197288513183594;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Šeima išvyko į kelionę ir aplankė daug miestų.;Šeima išvyko į kelionę, aplankiusi daug miestų.; ;;ChatGPT;;2.927889108657837;3.01956844329834;0.09167933464050293;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vyras įsijungė televizorių ir pradėjo žiūrėti naujienas.;Vyras įsijungė televizorių, pradėjęs žiūrėti naujienas.; ;;ChatGPT;;2.6445488929748535;2.8565151691436768;0.21196627616882324;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Jis atsisėdo prie stalo ir pradėjo skaityti laikraštį.;Jis atsisėdo prie stalo, pradėjęs skaityti laikraštį.; ;;ChatGPT;;3.1102497577667236;3.326033592224121;0.21578383445739746;correct
331.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vakar kalbėjo pirmininkas, ragindamas aktyviau dalyvauti rinkimuose.;Vakar kalbėjo pirmininkas, paraginęs aktyviau dalyvauti rinkimuose.; ;;vlkk;;2.7820849418640137;2.711773633956909;-0.07031130790710449;incorrect
332.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;1;apsunkintas;Ligonis skundžiasi pasunkėjusiu rijimu.;Ligonis skundžiasi apsunkintu rijimu.; ;;vlkk;;7.272282600402832;7.3048906326293945;0.0326080322265625;correct
333.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;2;išplėstas;Odos paviršiuje matyti išsiplėtusios venos.;Odos paviršiuje matyti išplėstos venos.; ;;vlkk;;4.442781448364258;5.1781415939331055;0.7353601455688477;correct
334.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Jam buvo nustatytas padidėjęs skrandžio rūgštingumas.;Jam buvo nustatytas padidintas skrandžio rūgštingumas.; ;;vlkk;;3.589371681213379;4.228882312774658;0.6395106315612793;correct
335.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Paklausios prekės.;Padidintos paklausos prekės.; ;;vlkk;;6.094789981842041;6.389617919921875;0.294827938079834;correct
336.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;4;pagreitintas;Jau kuris laikas nepavyksta sureguliuoti pagreitėjusio širdies plakimo.;Jau kuris laikas nepavyksta sureguliuoti pagreitinto širdies plakimo.; ;;vlkk;;4.489896774291992;5.142287731170654;0.6523909568786621;correct
337.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;5;sulėtintas;Šiai ligai būdinga sulėtėjusi medžiagų apykaita.;Šiai ligai būdinga sulėtinta medžiagų apykaita.; ;;vlkk;;3.9993278980255127;4.636253833770752;0.6369259357452393;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;7;pakeistas;Pacientui nustatytas pakitęs kraujo spaudimas.;Pacientui nustatytas pakeistas kraujo spaudimas.; ;;ChatGPT;;4.910480499267578;4.590146541595459;-0.32033395767211914;incorrect
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;8;išretėjęs;Rentgeno nuotraukoje matyti išretėję kaulai.;Rentgeno nuotraukoje matyti išretinti kaulai.; ;;ChatGPT;;4.809777736663818;4.989358425140381;0.1795806884765625;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Sportininkui pasireiškė sumažėjęs deguonies įsisavinimas.;Sportininkui pasireiškė sumažintas deguonies įsisavinimas.; ;;ChatGPT;;3.9662888050079346;4.276801586151123;0.3105127811431885;correct
338.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Esant sumažėjusiam kraujospūdžiui svaigsta galva.;Esant sumažintam kraujospūdžiui svaigsta galva.; ;;vlkk;;3.642611265182495;4.419103145599365;0.7764918804168701;correct
339.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įstojau į muzikos mokyklą ir čia baigiau keturias klases.;Įstojau į muzikos mokyklą, čia baigdamas keturias klases.; ;Deleted a comma.;vlkk;;3.439258337020874;4.0877685546875;0.648510217666626;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Jis pradėjo savanorių apmokymus ir čia baigė tris kursus. ;Jis pradėjo savanorių apmokymus, čia baigdamas tris kursus. ; ;;ChatGPT;;4.580648899078369;4.5146565437316895;-0.06599235534667969;incorrect
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų ir pasiūlė jiems nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų, jiems pasiūlydami nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.; ;;internet;https://files.core.ac.uk/download/382466479.pdf;2.944448709487915;2.9039409160614014;-0.04050779342651367;incorrect
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įėjau į kambarį ir įjungiau šviesas.;Įėjau į kambarį įjungdamas šviesas.; ;;ChatGPT;;2.7546236515045166;2.956305980682373;0.20168232917785645;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pasiėmiau knygą iš lentynos ir perskaičiau ją iki galo.;Pasiėmiau knygą iš lentynos, perskaitydamas ją iki galo.; ;;ChatGPT;;3.1538121700286865;3.3430817127227783;0.1892695426940918;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau bilietus į koncertą ir kitą dieną nuvykau į renginį.;Įsigijau bilietus į koncertą, kitą dieną nuvykdamas į renginį.; ;;ChatGPT;;3.06072998046875;3.509767770767212;0.4490377902984619;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Perskaičiau straipsnį ir vėliau parašiau apie jį apžvalgą.;Perskaičiau straipsnį, vėliau rašydamas apžvalgą.; ;;ChatGPT;;2.4659132957458496;2.9239189624786377;0.4580056667327881;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Abiturientas sėkmingai baigė mokyklą ir gavo atestatą.;Abiturientas sėkmingai baigė mokyklą gaudamas atestatą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.2136893272399902;3.6744985580444336;0.46080923080444336;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau naują telefoną ir po savaitės pradėjau jį naudoti.;Įsigijau naują telefoną, po savaitės pradėdamas jį naudoti.; ;;ChatGPT;;2.321195363998413;2.826953649520874;0.5057582855224609;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pradėjau ruoštis egzaminui ir po kelių dienų jį išlaikiau.;Pradėjau ruoštis egzaminui, po kelių dienų išlaikydamas jį.; ;;ChatGPT;;2.717710018157959;2.9930832386016846;0.2753732204437256;correct
340.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Policininkai netrukus sulaikė vagis ir nuvežė juos į nuovadą.;Policininkai netrukus sulaikė vagis, juos nuveždami į nuovadą.; ;Deleted a comma.;vlkk;;3.853466272354126;4.428296089172363;0.5748298168182373;correct
341.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Kuo remdamasis laikraštis skelbia tokią informaciją?;Kuo remiantis laikraštis skelbia tokią informaciją?; ;;vlkk;;4.170483112335205;4.3593220710754395;0.18883895874023438;correct
342.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atsižvelgdamas į susidariusią padėtį, įsakau pratęsti mokslo metus.;Atsižvelgiant į susidariusią padėtį, įsakau pratęsti mokslo metus.; ;Added 'pratęsti mokslo metus' to create full sentences.;vlkk;;2.0125482082366943;2.2432749271392822;0.2307267189025879;correct
343.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Pažvelgę į šias nuotraukas, pastebėsime tam tikrą ryšį.;Pažvelgus į šias nuotraukas, pastebėsime tam tikrą ryšį.; ;;vlkk;;2.8270368576049805;3.121962308883667;0.2949254512786865;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Grįžę mes pirmiausia paskambinome tėvams.;Grįžus mes pirmiausia paskambinome tėvams.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.3913650512695312;3.129746913909912;-0.26161813735961914;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Įėję į klasę, mokiniai pasisveikino su mokytoja.;Įėjus į klasę, mokiniai pasisveikino su mokytoja.; ;;ChatGPT;;3.0735340118408203;2.8022780418395996;-0.2712559700012207;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atlikę eksperimentą, mokiniai įsidėmėjo taisykles.;Atlikus eksperimentą, mokiniai įsidėmėjo taisykles.; ;;ChatGPT;;4.288597106933594;3.904172658920288;-0.38442444801330566;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Dirbdamas susižeidžiau.;Dirbant susižeidžiau.;;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.538201332092285;5.873353004455566;-0.6648483276367188;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaitę instrukcijas, suprasime, ką daryti.;Perskaičius instrukcijas, suprasime, ką daryti.; ;;ChatGPT;;4.724127769470215;3.7664363384246826;-0.9576914310455322;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Susirašę elektroniniu paštu, jie sutaupė laiko.;Susirašius elektroniniu paštu, jie sutaupė laiko.; ;;ChatGPT;;4.3780012130737305;4.289639472961426;-0.08836174011230469;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaičiusi šiuos straipsnius, supratau įvairių požiūrių skirtumus.;Perskaičius šiuos straipsnius, supratau įvairių požiūrių skirtumus.; ;;ChatGPT;;2.730816125869751;2.7133138179779053;-0.017502307891845703;incorrect
344.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Jos elgiasi nepažeisdamos taisyklių.;Jos elgiasi nepažeidžiant taisyklių.; ;;vlkk;;5.875288009643555;5.6428961753845215;-0.2323918342590332;incorrect
345.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad apsisaugotumėte nuo gripo, gerkite čiobrelių arbatą.;Kad apsisaugojus nuo gripo, gerkite čiobrelių arbatą.; ;;vlkk;;4.765439510345459;5.058981418609619;0.29354190826416016;correct
346.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia perskaičiuoti sąskaitą, kad būtų išvengta atsitiktinių klaidų.;Reikia perskaičiuoti sąskaitą, kad išvengus atsitiktinių klaidų.;  ;;vlkk;;2.5656704902648926;3.428090810775757;0.8624203205108643;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad geriau pasiruoštumėte egzaminui, pakartokite pagrindines temas.;Kad geriau pasiruošus egzaminui, pakartokite pagrindines temas.; ;;ChatGPT;;3.4521448612213135;4.001697540283203;0.5495526790618896;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia patikrinti duomenis, kad išvengtume nesutarimų vėliau.;Reikia patikrinti duomenis, kad išvengus nesutarimų vėliau.; ;;ChatGPT;;2.5730371475219727;3.3060123920440674;0.7329752445220947;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad išvengumėte nuostolių, patikrinkite dokumentus.;Kad išvengus nuostolių, patikrinkite dokumentus.; ;;ChatGPT;;3.835935115814209;4.441869735717773;0.6059346199035645;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant procedūrą sutrumpintumėte, pasiruoškite reikalingus įrankius.;Idant procedūrą sutrumpinus, pasiruoškite reikalingus įrankius.; ;;ChatGPT;;5.217794418334961;4.984671115875244;-0.2331233024597168;incorrect
