sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;Qwen_Qwen3-0.6B_correct_nll;Qwen_Qwen3-0.6B_incorrect_nll;Qwen_Qwen3-0.6B_certainty;Qwen_Qwen3-0.6B_decision
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Dezinfekciniai valikliai skirti efektyviai paviršių, liftų, stalų, rankenų, sanitarinių patalpų, įrangos ir įrankių dezinfekcijai.;Dezinfekuojantys valikliai skirti efektyviai paviršių, liftų, stalų, rankenų, sanitarinių patalpų, įrangos ir įrankių dezinfekcijai.; ;Created a full sentence by searching the Internet.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.8756730556488037;4.242000579833984;0.36632752418518066;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Natūralūs raminamieji preparatai gali sumažinti nerimą ir gerinti miegą.;Natūralūs raminantieji preparatai gali sumažinti nerimą ir gerinti miegą.; ;Created a full sentence by searching the Internet.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.268764972686768;4.255425453186035;-0.013339519500732422;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Patyrėme stulbinamų įspūdžių.;Patyrėme stulbinančių įspūdžių.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.399750709533691;4.797521591186523;-0.602229118347168;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ši taryba turėtų tapti jungiamąja grandimi.;Ši taryba turėtų tapti jungiančia grandimi.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.663151741027832;5.698889255523682;0.03573751449584961;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Net ir po svaiginamų laimėjimų jis visai nepasikeitė.;Net ir po svaiginančių laimėjimų jis visai nepasikeitė.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.713278293609619;5.635170936584473;-0.07810735702514648;incorrect
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Krepšininkai patyrė triuškinamą pralaimėjimą.;Krepšininkai patyrė triuškinantį pralaimėjimą.;Daikto požymiui reikšti, kai tas daiktas gali būti dalyvio veiksmo atlikėjas, pirmenybė teiktina pagrindiniam normos variantui – neveikiamosios rūšies esamojo laiko dalyviui.; ;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.525543212890625;4.819656848907471;0.2941136360168457;correct
;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Ką reiškia šis įspėjamasis ženklas?;Ką reiškia šis įspėjantysis ženklas?; ;Created a full sentence.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.2772955894470215;3.8474063873291016;0.5701107978820801;correct
328.0;3;Use of Forms;24;5.8 Participles;1;5.8.1 Active present participle should not be used with nouns that do not denote an agent (nouns that cannot perform an action).;1;;Mūsų asortimente rasite platų priedų ir komplektuojamųjų detalių pasirinkimą.;Mūsų asortimente rasite platų priedų ir komplektuojančių detalių pasirinkimą.; ;Created a full sentence by searching the Internet.;vlkk;https://www.balticmaster.lt/priedai-ir-komplektuojanciosios-dalys/;4.6569061279296875;4.580913543701172;-0.07599258422851562;incorrect
329.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į orą pakilo raketos ir numušė tris priešo lėktuvus. ;Į orą pakilo raketos, numušusios tris priešo lėktuvus. ; ;;vlkk;;4.966548919677734;5.0842742919921875;0.11772537231445312;correct
330.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pirmą kartą jis paragavo alkoholio, gerdamas su draugu šampano. ;Pirmą kartą jis paragavo alkoholio, išgėręs su draugu šampano. ; ;;vlkk;;5.651093482971191;5.06866979598999;-0.5824236869812012;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pusfinalį laimėjo mūsų komanda ir pateko į finalą.;Pusfinalį laimėjo mūsų komanda, patekusi į finalą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.86754035949707;4.7629008293151855;-0.10463953018188477;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Susirinkime kalbėjo namo pirmininkas ir skatino geriau tvarkyti aplinką.;Susirinkime kalbėjo namo pirmininkas, skatinęs geriau tvarkyti aplinką.; ;Changed 'raginęs' to 'skatinęs'.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.3232526779174805;4.461282730102539;0.1380300521850586;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į stadioną įžengė žaidėjai ir surengė trumpą pasirodymą.;Į stadioną įžengė žaidėjai, surengę trumpą pasirodymą.; ;;ChatGPT;;3.8606505393981934;3.852276563644409;-0.00837397575378418;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Mokytoja paaiškino užduotį ir parodė pavyzdį.;Mokytoja paaiškino užduotį, parodžiusi pavyzdį.; ;;ChatGPT;;4.1616740226745605;4.3420939445495605;0.180419921875;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Šeima išvyko į kelionę ir aplankė daug miestų.;Šeima išvyko į kelionę, aplankiusi daug miestų.; ;;ChatGPT;;4.442569732666016;4.746592998504639;0.30402326583862305;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vyras įsijungė televizorių ir pradėjo žiūrėti naujienas.;Vyras įsijungė televizorių, pradėjęs žiūrėti naujienas.; ;;ChatGPT;;2.941138505935669;3.235926389694214;0.2947878837585449;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Jis atsisėdo prie stalo ir pradėjo skaityti laikraštį.;Jis atsisėdo prie stalo, pradėjęs skaityti laikraštį.; ;;ChatGPT;;4.085286617279053;4.252330303192139;0.16704368591308594;correct
331.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vakar kalbėjo pirmininkas, ragindamas aktyviau dalyvauti rinkimuose.;Vakar kalbėjo pirmininkas, paraginęs aktyviau dalyvauti rinkimuose.; ;;vlkk;;5.1882004737854;4.935889720916748;-0.25231075286865234;incorrect
332.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;1;apsunkintas;Ligonis skundžiasi pasunkėjusiu rijimu.;Ligonis skundžiasi apsunkintu rijimu.; ;;vlkk;;7.412205696105957;8.2550630569458;0.8428573608398438;correct
333.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;2;išplėstas;Odos paviršiuje matyti išsiplėtusios venos.;Odos paviršiuje matyti išplėstos venos.; ;;vlkk;;6.165585994720459;6.555946350097656;0.39036035537719727;correct
334.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Jam buvo nustatytas padidėjęs skrandžio rūgštingumas.;Jam buvo nustatytas padidintas skrandžio rūgštingumas.; ;;vlkk;;5.095535755157471;6.1058735847473145;1.0103378295898438;correct
335.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Paklausios prekės.;Padidintos paklausos prekės.; ;;vlkk;;6.099984645843506;6.539495468139648;0.4395108222961426;correct
336.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;4;pagreitintas;Jau kuris laikas nepavyksta sureguliuoti pagreitėjusio širdies plakimo.;Jau kuris laikas nepavyksta sureguliuoti pagreitinto širdies plakimo.; ;;vlkk;;5.0431623458862305;5.754095554351807;0.7109332084655762;correct
337.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;5;sulėtintas;Šiai ligai būdinga sulėtėjusi medžiagų apykaita.;Šiai ligai būdinga sulėtinta medžiagų apykaita.; ;;vlkk;;4.376993179321289;4.378098487854004;0.0011053085327148438;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;7;pakeistas;Pacientui nustatytas pakitęs kraujo spaudimas.;Pacientui nustatytas pakeistas kraujo spaudimas.; ;;ChatGPT;;5.177577972412109;5.745975971221924;0.5683979988098145;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;8;išretėjęs;Rentgeno nuotraukoje matyti išretėję kaulai.;Rentgeno nuotraukoje matyti išretinti kaulai.; ;;ChatGPT;;6.146829605102539;5.931130886077881;-0.2156987190246582;incorrect
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Sportininkui pasireiškė sumažėjęs deguonies įsisavinimas.;Sportininkui pasireiškė sumažintas deguonies įsisavinimas.; ;;ChatGPT;;4.924946308135986;4.838253498077393;-0.08669281005859375;incorrect
338.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Esant sumažėjusiam kraujospūdžiui svaigsta galva.;Esant sumažintam kraujospūdžiui svaigsta galva.; ;;vlkk;;5.711432456970215;6.142515182495117;0.43108272552490234;correct
339.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įstojau į muzikos mokyklą ir čia baigiau keturias klases.;Įstojau į muzikos mokyklą, čia baigdamas keturias klases.; ;Deleted a comma.;vlkk;;3.7961766719818115;4.042453765869141;0.2462770938873291;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Jis pradėjo savanorių apmokymus ir čia baigė tris kursus. ;Jis pradėjo savanorių apmokymus, čia baigdamas tris kursus. ; ;;ChatGPT;;4.611589431762695;4.6102142333984375;-0.0013751983642578125;incorrect
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų ir pasiūlė jiems nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų, jiems pasiūlydami nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.; ;;internet;https://files.core.ac.uk/download/382466479.pdf;3.9650557041168213;3.9453933238983154;-0.01966238021850586;incorrect
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įėjau į kambarį ir įjungiau šviesas.;Įėjau į kambarį įjungdamas šviesas.; ;;ChatGPT;;3.3813297748565674;3.71333384513855;0.3320040702819824;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pasiėmiau knygą iš lentynos ir perskaičiau ją iki galo.;Pasiėmiau knygą iš lentynos, perskaitydamas ją iki galo.; ;;ChatGPT;;4.190386772155762;4.699399471282959;0.5090126991271973;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau bilietus į koncertą ir kitą dieną nuvykau į renginį.;Įsigijau bilietus į koncertą, kitą dieną nuvykdamas į renginį.; ;;ChatGPT;;4.564673900604248;4.322686672210693;-0.2419872283935547;incorrect
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Perskaičiau straipsnį ir vėliau parašiau apie jį apžvalgą.;Perskaičiau straipsnį, vėliau rašydamas apžvalgą.; ;;ChatGPT;;3.4637703895568848;3.7808821201324463;0.3171117305755615;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Abiturientas sėkmingai baigė mokyklą ir gavo atestatą.;Abiturientas sėkmingai baigė mokyklą gaudamas atestatą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.41772985458374;5.09807014465332;0.6803402900695801;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau naują telefoną ir po savaitės pradėjau jį naudoti.;Įsigijau naują telefoną, po savaitės pradėdamas jį naudoti.; ;;ChatGPT;;3.6693942546844482;3.9520423412323;0.28264808654785156;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pradėjau ruoštis egzaminui ir po kelių dienų jį išlaikiau.;Pradėjau ruoštis egzaminui, po kelių dienų išlaikydamas jį.; ;;ChatGPT;;3.6260271072387695;3.5331318378448486;-0.0928952693939209;incorrect
340.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Policininkai netrukus sulaikė vagis ir nuvežė juos į nuovadą.;Policininkai netrukus sulaikė vagis, juos nuveždami į nuovadą.; ;Deleted a comma.;vlkk;;4.940074920654297;5.4342041015625;0.4941291809082031;correct
341.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Kuo remdamasis laikraštis skelbia tokią informaciją?;Kuo remiantis laikraštis skelbia tokią informaciją?; ;;vlkk;;5.856038570404053;5.613453388214111;-0.2425851821899414;incorrect
342.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atsižvelgdamas į susidariusią padėtį, įsakau pratęsti mokslo metus.;Atsižvelgiant į susidariusią padėtį, įsakau pratęsti mokslo metus.; ;Added 'pratęsti mokslo metus' to create full sentences.;vlkk;;4.285191535949707;4.863879203796387;0.5786876678466797;correct
343.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Pažvelgę į šias nuotraukas, pastebėsime tam tikrą ryšį.;Pažvelgus į šias nuotraukas, pastebėsime tam tikrą ryšį.; ;;vlkk;;4.009850978851318;4.239846229553223;0.2299952507019043;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Grįžę mes pirmiausia paskambinome tėvams.;Grįžus mes pirmiausia paskambinome tėvams.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.8161301612854;4.3548078536987305;-0.4613223075866699;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Įėję į klasę, mokiniai pasisveikino su mokytoja.;Įėjus į klasę, mokiniai pasisveikino su mokytoja.; ;;ChatGPT;;3.9969322681427;3.7225849628448486;-0.27434730529785156;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atlikę eksperimentą, mokiniai įsidėmėjo taisykles.;Atlikus eksperimentą, mokiniai įsidėmėjo taisykles.; ;;ChatGPT;;4.70951509475708;4.247226238250732;-0.46228885650634766;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Dirbdamas susižeidžiau.;Dirbant susižeidžiau.;;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;7.145522117614746;7.3873748779296875;0.2418527603149414;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaitę instrukcijas, suprasime, ką daryti.;Perskaičius instrukcijas, suprasime, ką daryti.; ;;ChatGPT;;4.8448405265808105;4.556184768676758;-0.28865575790405273;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Susirašę elektroniniu paštu, jie sutaupė laiko.;Susirašius elektroniniu paštu, jie sutaupė laiko.; ;;ChatGPT;;5.262813568115234;5.180553436279297;-0.0822601318359375;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaičiusi šiuos straipsnius, supratau įvairių požiūrių skirtumus.;Perskaičius šiuos straipsnius, supratau įvairių požiūrių skirtumus.; ;;ChatGPT;;3.2110214233398438;3.206575393676758;-0.0044460296630859375;incorrect
344.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Jos elgiasi nepažeisdamos taisyklių.;Jos elgiasi nepažeidžiant taisyklių.; ;;vlkk;;7.330301284790039;6.449124336242676;-0.8811769485473633;incorrect
345.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad apsisaugotumėte nuo gripo, gerkite čiobrelių arbatą.;Kad apsisaugojus nuo gripo, gerkite čiobrelių arbatą.; ;;vlkk;;5.680811882019043;6.054074764251709;0.373262882232666;correct
346.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia perskaičiuoti sąskaitą, kad būtų išvengta atsitiktinių klaidų.;Reikia perskaičiuoti sąskaitą, kad išvengus atsitiktinių klaidų.;  ;;vlkk;;3.0200717449188232;3.805661201477051;0.7855894565582275;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad geriau pasiruoštumėte egzaminui, pakartokite pagrindines temas.;Kad geriau pasiruošus egzaminui, pakartokite pagrindines temas.; ;;ChatGPT;;4.550267696380615;4.62953519821167;0.07926750183105469;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia patikrinti duomenis, kad išvengtume nesutarimų vėliau.;Reikia patikrinti duomenis, kad išvengus nesutarimų vėliau.; ;;ChatGPT;;3.225295066833496;3.4464492797851562;0.22115421295166016;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad išvengumėte nuostolių, patikrinkite dokumentus.;Kad išvengus nuostolių, patikrinkite dokumentus.; ;;ChatGPT;;4.7315673828125;4.8704047203063965;0.13883733749389648;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant procedūrą sutrumpintumėte, pasiruoškite reikalingus įrankius.;Idant procedūrą sutrumpinus, pasiruoškite reikalingus įrankius.; ;;ChatGPT;;3.683229684829712;3.737804651260376;0.05457496643066406;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad išsiaiškintų, kas tėvo žudikas, Hamletas pasirenka kvailio vaidmenį.;Kad  išsiaiškinus, kas tėvo žudikas, Hamletas pasirenka kvailio vaidmenį.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;4.098348140716553;4.219873905181885;0.12152576446533203;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad baigtume darbą, reikia paskubėti.;Kad baigus darbą, reikia paskubėti.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.927342891693115;4.722118377685547;-1.2052245140075684;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad pasiektume gerų rezultatų, reikia daug dirbti.;Kad pasiekus gerų rezultatų, reikia daug dirbti.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.079248905181885;4.696702480316162;-0.38254642486572266;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad užtikrintumėte duomenų kokybę, kiekvieną įrašą patikrinkite.;Kad užtikrinus duomenų kokybę, kiekvieną įrašą patikrinkite.; ;;ChatGPT;;3.264533042907715;3.167271852493286;-0.09726119041442871;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant pirkėjai būtų patenkinti, pasirūpinkite kokybiškomis prekėmis.;Idant pirkėjus patenkinus, pasirūpinkite kokybiškomis prekėmis.; ;;ChatGPT;;4.116733551025391;4.658055305480957;0.5413217544555664;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant triukšmas būtų sumažintas, uždarykite langus.;Idant triukšmą sumažinus, uždarykite langus.; ;;ChatGPT;;4.3339996337890625;6.00323486328125;1.6692352294921875;correct
347.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant tvirčiau pasijustume, pravartu dar sykį atsigręžti į praeitį.;Idant tvirčiau pasijutus, pravartu dar sykį atsigręžti į praeitį.; ;;vlkk;;5.019983291625977;4.9081902503967285;-0.11179304122924805;incorrect
348.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu apskaičiuotume nuostolius, išaiškėtų tikroji įmonės padėtis.;Jeigu apskaičiavus nuostolius, išaiškėtų tikroji įmonės padėtis.; ;;vlkk;;3.751152992248535;3.661985158920288;-0.08916783332824707;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei parduotume kad ir po litą, vis tiek būtų pelno.;Jei pardavus kad ir po litą, vis tiek būtų pelno.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;5.761641979217529;6.056596279144287;0.2949542999267578;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Padėtis darosi grėsminga, jei nepasakytume – katastrofiška.;Padėtis darosi grėsminga, jei nepasakius – katastrofiška.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;4.963945388793945;5.287574768066406;0.32362937927246094;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dar pagalvotume, surastume geresnį sprendimą.;Jeigu dar pagalvojus, surastume geresnį sprendimą.; ;;internet;https://talpykla.elaba.lt/elaba-fedora/objects/elaba:4622103/datastreams/MAIN/content;5.502927303314209;5.076704502105713;-0.4262228012084961;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dokumentus pateiktume laiku, gautume premiją.;Jeigu dokumentus pateikus laiku, gautume premiją.; ;;ChatGPT;;4.788476943969727;4.88592004776001;0.0974431037902832;correct
