sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;BSC-LT_ALIA-40b_correct_nll;BSC-LT_ALIA-40b_incorrect_nll;BSC-LT_ALIA-40b_certainty;BSC-LT_ALIA-40b_decision
330.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pirmą kartą jis paragavo alkoholio, gerdamas su draugu šampano. ;Pirmą kartą jis paragavo alkoholio, išgėręs su draugu šampano. ; ;;vlkk;;5.55774450302124;4.51915979385376;-1.0385847091674805;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Pusfinalį laimėjo mūsų komanda ir pateko į finalą.;Pusfinalį laimėjo mūsų komanda, patekusi į finalą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.376412391662598;4.434401035308838;0.057988643646240234;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Susirinkime kalbėjo namo pirmininkas ir skatino geriau tvarkyti aplinką.;Susirinkime kalbėjo namo pirmininkas, skatinęs geriau tvarkyti aplinką.; ;Changed 'raginęs' to 'skatinęs'.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.898937225341797;5.130702495574951;0.2317652702331543;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Į stadioną įžengė žaidėjai ir surengė trumpą pasirodymą.;Į stadioną įžengė žaidėjai, surengę trumpą pasirodymą.; ;;ChatGPT;;3.0943193435668945;3.1820437908172607;0.08772444725036621;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Mokytoja paaiškino užduotį ir parodė pavyzdį.;Mokytoja paaiškino užduotį, parodžiusi pavyzdį.; ;;ChatGPT;;3.1947174072265625;3.1620914936065674;-0.03262591361999512;incorrect
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Šeima išvyko į kelionę ir aplankė daug miestų.;Šeima išvyko į kelionę, aplankiusi daug miestų.; ;;ChatGPT;;3.1698954105377197;3.4661383628845215;0.29624295234680176;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vyras įsijungė televizorių ir pradėjo žiūrėti naujienas.;Vyras įsijungė televizorių, pradėjęs žiūrėti naujienas.; ;;ChatGPT;;2.74723482131958;3.274280071258545;0.5270452499389648;correct
;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Jis atsisėdo prie stalo ir pradėjo skaityti laikraštį.;Jis atsisėdo prie stalo, pradėjęs skaityti laikraštį.; ;;ChatGPT;;2.934929847717285;3.4761059284210205;0.5411760807037354;correct
331.0;3;Use of Forms;24;5.8 Participles;2;5.8.2 Active past participle should not be used to indicate an action occurring simultaneously with or subsequent to the main verb.;1;;Vakar kalbėjo pirmininkas, ragindamas aktyviau dalyvauti rinkimuose.;Vakar kalbėjo pirmininkas, paraginęs aktyviau dalyvauti rinkimuose.; ;;vlkk;;6.8367156982421875;6.346857070922852;-0.48985862731933594;incorrect
332.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;1;apsunkintas;Ligonis skundžiasi pasunkėjusiu rijimu.;Ligonis skundžiasi apsunkintu rijimu.; ;;vlkk;;6.616594314575195;7.167795181274414;0.5512008666992188;correct
333.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;2;išplėstas;Odos paviršiuje matyti išsiplėtusios venos.;Odos paviršiuje matyti išplėstos venos.; ;;vlkk;;3.969943046569824;5.470217227935791;1.5002741813659668;correct
334.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Jam buvo nustatytas padidėjęs skrandžio rūgštingumas.;Jam buvo nustatytas padidintas skrandžio rūgštingumas.; ;;vlkk;;3.737393379211426;4.261794090270996;0.5244007110595703;correct
335.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;3;padidintas;Paklausios prekės.;Padidintos paklausos prekės.; ;;vlkk;;7.019832611083984;5.7575554847717285;-1.2622771263122559;incorrect
336.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;4;pagreitintas;Jau kuris laikas nepavyksta sureguliuoti pagreitėjusio širdies plakimo.;Jau kuris laikas nepavyksta sureguliuoti pagreitinto širdies plakimo.; ;;vlkk;;3.0808727741241455;4.049610614776611;0.9687378406524658;correct
337.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;5;sulėtintas;Šiai ligai būdinga sulėtėjusi medžiagų apykaita.;Šiai ligai būdinga sulėtinta medžiagų apykaita.; ;;vlkk;;3.067526340484619;3.2721171379089355;0.2045907974243164;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;7;pakeistas;Pacientui nustatytas pakitęs kraujo spaudimas.;Pacientui nustatytas pakeistas kraujo spaudimas.; ;;ChatGPT;;3.762326955795288;5.231316566467285;1.468989610671997;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;8;išretėjęs;Rentgeno nuotraukoje matyti išretėję kaulai.;Rentgeno nuotraukoje matyti išretinti kaulai.; ;;ChatGPT;;3.969440460205078;4.274493217468262;0.3050527572631836;correct
;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Sportininkui pasireiškė sumažėjęs deguonies įsisavinimas.;Sportininkui pasireiškė sumažintas deguonies įsisavinimas.; ;;ChatGPT;;3.9358649253845215;4.280591011047363;0.3447260856628418;correct
338.0;3;Use of Forms;24;5.8 Participles;3;5.8.3 Passive past participle should not be used to express a property or state that has arisen spontaneously (without external influence or deliberate intervention).;6;sumažintas;Esant sumažėjusiam kraujospūdžiui svaigsta galva.;Esant sumažintam kraujospūdžiui svaigsta galva.; ;;vlkk;;4.120238304138184;4.0186052322387695;-0.10163307189941406;incorrect
339.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įstojau į muzikos mokyklą ir čia baigiau keturias klases.;Įstojau į muzikos mokyklą, čia baigdamas keturias klases.; ;Deleted a comma.;vlkk;;3.6491646766662598;4.440615653991699;0.7914509773254395;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Jis pradėjo savanorių apmokymus ir čia baigė tris kursus. ;Jis pradėjo savanorių apmokymus, čia baigdamas tris kursus. ; ;;ChatGPT;;6.403133869171143;5.8647141456604;-0.5384197235107422;incorrect
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų ir pasiūlė jiems nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.;Dalyvauti apklausoje pakvietė paauglius nuo 11 iki 16 metų, jiems pasiūlydami nuolaidų apsiperkant laisvalaikio drabužių parduotuvėje.; ;;internet;https://files.core.ac.uk/download/382466479.pdf;3.2138829231262207;3.4096596240997314;0.19577670097351074;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įėjau į kambarį ir įjungiau šviesas.;Įėjau į kambarį įjungdamas šviesas.; ;;ChatGPT;;3.315697431564331;4.344600200653076;1.0289027690887451;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pasiėmiau knygą iš lentynos ir perskaičiau ją iki galo.;Pasiėmiau knygą iš lentynos, perskaitydamas ją iki galo.; ;;ChatGPT;;3.3303043842315674;4.149291515350342;0.8189871311187744;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau bilietus į koncertą ir kitą dieną nuvykau į renginį.;Įsigijau bilietus į koncertą, kitą dieną nuvykdamas į renginį.; ;;ChatGPT;;2.8637733459472656;3.6717605590820312;0.8079872131347656;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Perskaičiau straipsnį ir vėliau parašiau apie jį apžvalgą.;Perskaičiau straipsnį, vėliau rašydamas apžvalgą.; ;;ChatGPT;;4.049798488616943;5.02975606918335;0.9799575805664062;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Abiturientas sėkmingai baigė mokyklą ir gavo atestatą.;Abiturientas sėkmingai baigė mokyklą gaudamas atestatą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.212462902069092;5.409684658050537;1.1972217559814453;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Įsigijau naują telefoną ir po savaitės pradėjau jį naudoti.;Įsigijau naują telefoną, po savaitės pradėdamas jį naudoti.; ;;ChatGPT;;3.105914831161499;3.896224021911621;0.7903091907501221;correct
;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Pradėjau ruoštis egzaminui ir po kelių dienų jį išlaikiau.;Pradėjau ruoštis egzaminui, po kelių dienų išlaikydamas jį.; ;;ChatGPT;;3.379607677459717;4.244518756866455;0.8649110794067383;correct
340.0;3;Use of Forms;25;5.9 Half-participle;1;5.9.1 Half-participle should not be used to indicate a secondary action that does not coincide in time at any point with the main verb’s action.;1;;Policininkai netrukus sulaikė vagis ir nuvežė juos į nuovadą.;Policininkai netrukus sulaikė vagis, juos nuveždami į nuovadą.; ;Deleted a comma.;vlkk;;2.7643778324127197;3.7835934162139893;1.0192155838012695;correct
341.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Kuo remdamasis laikraštis skelbia tokią informaciją?;Kuo remiantis laikraštis skelbia tokią informaciją?; ;;vlkk;;6.2876458168029785;5.140758037567139;-1.1468877792358398;incorrect
342.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atsižvelgdamas į susidariusią padėtį, įsakau pratęsti mokslo metus.;Atsižvelgiant į susidariusią padėtį, įsakau pratęsti mokslo metus.; ;Added 'pratęsti mokslo metus' to create full sentences.;vlkk;;3.847447633743286;4.28670072555542;0.4392530918121338;correct
343.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Pažvelgę į šias nuotraukas, pastebėsime tam tikrą ryšį.;Pažvelgus į šias nuotraukas, pastebėsime tam tikrą ryšį.; ;;vlkk;;3.715078353881836;4.9367547035217285;1.2216763496398926;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Grįžę mes pirmiausia paskambinome tėvams.;Grįžus mes pirmiausia paskambinome tėvams.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.207997798919678;5.865971088409424;0.6579732894897461;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Įėję į klasę, mokiniai pasisveikino su mokytoja.;Įėjus į klasę, mokiniai pasisveikino su mokytoja.; ;;ChatGPT;;2.9893925189971924;3.094011068344116;0.10461854934692383;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Atlikę eksperimentą, mokiniai įsidėmėjo taisykles.;Atlikus eksperimentą, mokiniai įsidėmėjo taisykles.; ;;ChatGPT;;4.601775646209717;5.1924052238464355;0.5906295776367188;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Dirbdamas susižeidžiau.;Dirbant susižeidžiau.;;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.5826215744018555;6.88782262802124;1.3052010536193848;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaitę instrukcijas, suprasime, ką daryti.;Perskaičius instrukcijas, suprasime, ką daryti.; ;;ChatGPT;;3.817187786102295;3.926439046859741;0.10925126075744629;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Susirašę elektroniniu paštu, jie sutaupė laiko.;Susirašius elektroniniu paštu, jie sutaupė laiko.; ;;ChatGPT;;4.908825874328613;5.528406143188477;0.6195802688598633;correct
;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Perskaičiusi šiuos straipsnius, supratau įvairių požiūrių skirtumus.;Perskaičius šiuos straipsnius, supratau įvairių požiūrių skirtumus.; ;;ChatGPT;;4.132332801818848;3.950115442276001;-0.18221735954284668;incorrect
344.0;3;Use of Forms;26;5.10 Adverbial participle;1;5.10.1 Adverbial participle should not be used to indicate a secondary action of the same agent in personal sentences (instead of a half-participle or participle with proper agreement).;1;;Jos elgiasi nepažeisdamos taisyklių.;Jos elgiasi nepažeidžiant taisyklių.; ;;vlkk;;6.08080530166626;6.169783115386963;0.08897781372070312;correct
345.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad apsisaugotumėte nuo gripo, gerkite čiobrelių arbatą.;Kad apsisaugojus nuo gripo, gerkite čiobrelių arbatą.; ;;vlkk;;2.705669641494751;3.944643259048462;1.238973617553711;correct
346.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia perskaičiuoti sąskaitą, kad būtų išvengta atsitiktinių klaidų.;Reikia perskaičiuoti sąskaitą, kad išvengus atsitiktinių klaidų.;  ;;vlkk;;4.803007125854492;5.385847091674805;0.5828399658203125;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad geriau pasiruoštumėte egzaminui, pakartokite pagrindines temas.;Kad geriau pasiruošus egzaminui, pakartokite pagrindines temas.; ;;ChatGPT;;3.2729601860046387;4.625706195831299;1.3527460098266602;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Reikia patikrinti duomenis, kad išvengtume nesutarimų vėliau.;Reikia patikrinti duomenis, kad išvengus nesutarimų vėliau.; ;;ChatGPT;;3.7063827514648438;4.451643943786621;0.7452611923217773;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad išvengumėte nuostolių, patikrinkite dokumentus.;Kad išvengus nuostolių, patikrinkite dokumentus.; ;;ChatGPT;;6.032495021820068;6.0269598960876465;-0.005535125732421875;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant procedūrą sutrumpintumėte, pasiruoškite reikalingus įrankius.;Idant procedūrą sutrumpinus, pasiruoškite reikalingus įrankius.; ;;ChatGPT;;3.7314460277557373;4.570423126220703;0.8389770984649658;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad išsiaiškintų, kas tėvo žudikas, Hamletas pasirenka kvailio vaidmenį.;Kad  išsiaiškinus, kas tėvo žudikas, Hamletas pasirenka kvailio vaidmenį.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;4.224803447723389;4.4713873863220215;0.2465839385986328;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad baigtume darbą, reikia paskubėti.;Kad baigus darbą, reikia paskubėti.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.632047653198242;4.6417131423950195;0.009665489196777344;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad pasiektume gerų rezultatų, reikia daug dirbti.;Kad pasiekus gerų rezultatų, reikia daug dirbti.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.5151419639587402;4.88406229019165;1.3689203262329102;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Kad užtikrintumėte duomenų kokybę, kiekvieną įrašą patikrinkite.;Kad užtikrinus duomenų kokybę, kiekvieną įrašą patikrinkite.; ;;ChatGPT;;4.114381313323975;6.035930156707764;1.921548843383789;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant pirkėjai būtų patenkinti, pasirūpinkite kokybiškomis prekėmis.;Idant pirkėjus patenkinus, pasirūpinkite kokybiškomis prekėmis.; ;;ChatGPT;;3.6821701526641846;4.8253583908081055;1.143188238143921;correct
;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant triukšmas būtų sumažintas, uždarykite langus.;Idant triukšmą sumažinus, uždarykite langus.; ;;ChatGPT;;4.836099147796631;6.1895599365234375;1.3534607887268066;correct
347.0;3;Use of Forms;26;5.10 Adverbial participle;2;5.10.2 Past tense aorist adverbial participle must not be used to express purpose with the conjunctions kad or idant.;1;;Idant tvirčiau pasijustume, pravartu dar sykį atsigręžti į praeitį.;Idant tvirčiau pasijutus, pravartu dar sykį atsigręžti į praeitį.; ;;vlkk;;3.380357503890991;4.174116134643555;0.7937586307525635;correct
348.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu apskaičiuotume nuostolius, išaiškėtų tikroji įmonės padėtis.;Jeigu apskaičiavus nuostolius, išaiškėtų tikroji įmonės padėtis.; ;;vlkk;;5.040668964385986;5.336949348449707;0.2962803840637207;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei parduotume kad ir po litą, vis tiek būtų pelno.;Jei pardavus kad ir po litą, vis tiek būtų pelno.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;4.505405426025391;5.44871711730957;0.9433116912841797;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Padėtis darosi grėsminga, jei nepasakytume – katastrofiška.;Padėtis darosi grėsminga, jei nepasakius – katastrofiška.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;4.649271488189697;4.195941925048828;-0.45332956314086914;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dar pagalvotume, surastume geresnį sprendimą.;Jeigu dar pagalvojus, surastume geresnį sprendimą.; ;;internet;https://talpykla.elaba.lt/elaba-fedora/objects/elaba:4622103/datastreams/MAIN/content;4.100114345550537;4.593940258026123;0.49382591247558594;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dokumentus pateiktume laiku, gautume premiją.;Jeigu dokumentus pateikus laiku, gautume premiją.; ;;ChatGPT;;4.623834133148193;6.062672138214111;1.438838005065918;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei sutartį pasirašytume šiandien, projektas prasidėtų rytoj.;Jei sutartį pasirašius šiandien, projektas prasidėtų rytoj.; ;;ChatGPT;;4.181339740753174;4.824296951293945;0.6429572105407715;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei visus skaičiavimus patikrintume, rastume neatitikimų.;Jei visus skaičiavimus patikrinus, rastume neatitikimų.; ;;ChatGPT;;4.080804347991943;4.818514823913574;0.7377104759216309;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu kambarį išvalytumėte, svečiai būtų maloniai nustebinti.;Jeigu kambarį išvalius, svečiai būtų maloniai nustebinti.; ;;ChatGPT;;4.122415542602539;4.768982410430908;0.6465668678283691;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu pasiūlymu pasinaudotume, gautume nuolaidą.;Jeigu pasiūlymu pasinaudojus, gautume nuolaidą.; ;;ChatGPT;;4.217070579528809;5.168826580047607;0.9517560005187988;correct
349.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Projektas būtų patobulintas, jei atidėtume svarstymą.;Projektas būtų patobulintas, jei atidėjus svarstymą.; ;;vlkk;;5.863616466522217;6.142805099487305;0.2791886329650879;correct
350.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Ji džiaugėsi, kad šeimos nepalies itališkos skyrybos.;Ji džiaugėsi, kad šeimos nepalies skyrybos itališkai.; ;Created a full sentence by looking at the corpus.;vlkk;;6.068525791168213;6.361617088317871;0.2930912971496582;correct
351.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Bet ar tai tikrai kanadietiškas poilsis?;Bet ar tai tikrai poilsis kanadietiškai?; ;Created a full sentence by looking at the corpus.;vlkk;;5.030877113342285;5.493398666381836;0.4625215530395508;correct
352.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Namuose jo laukė mėsos ir bulvių apkepas, obuolių pudingas ir vilnietiški viščiukai.;Namuose jo laukė mėsos ir bulvių apkepas, obuolių pudingas ir viščiukai vilnietiškai.; ;Created a full sentence by looking at the corpus.;vlkk;;3.7098515033721924;4.161728382110596;0.4518768787384033;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Slinko dienos, lietuviška puota artėjo ir artėjo.;Slinko dienos, puota lietuviškai artėjo ir artėjo.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;5.042665481567383;5.5910186767578125;0.5483531951904297;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Ar tai tikrai amerikietiška tradicija?;Ar tai tikrai tradicija amerikietiškai?; ;;ChatGPT;;4.73697566986084;6.020779132843018;1.2838034629821777;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Jie mėgavosi prancūzišku vynu.;Jie mėgavosi vynu prancūziškai.; ;;ChatGPT;;4.077253818511963;4.802464485168457;0.7252106666564941;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Konferencijoje buvo pristatyta japoniška virtuvė.;Konferencijoje buvo pristatyta virtuvė japoniškai.; ;;ChatGPT;;4.570012092590332;5.222886085510254;0.6528739929199219;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Šeima šventė ispanišką Kalėdų vakarienę.;Šeima šventė Kalėdų vakarienę ispaniškai.; ;;ChatGPT;;4.6759209632873535;4.763454914093018;0.08753395080566406;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Šis filmas perteikia graikišką gyvenimo būdą.;Šis filmas perteikia gyvenimo būdą graikiškai.; ;;ChatGPT;;4.971615791320801;5.60879373550415;0.6371779441833496;correct
